Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Midfielder,S. Diop,244892,80,73,76.0,84,86,77,60,79,74,69
Defender,Eric García,245037,60,69,65.0,60,57,62,44,68,51,44
Forward,L. Suárez,245158,87,86,86.0,79,76,60,72,79,78,71
Midfielder,G. Reyna,245541,78,76,77.0,84,76,78,50,74,78,76
Midfielder,S. Chukwueze,246172,91,84,87.0,86,80,68,55,72,76,74
Forward,B. Dia,246242,79,78,78.0,65,62,60,77,72,79,68
Defender,Ibañez,247257,82,80,81.0,69,62,34,46,78,45,25
Defender,R. Araujo,253163,73,80,77.0,47,55,48,33,65,41,35
Defender,J. Amavi,219681,76,76,76.0,73,75,62,65,81,72,68
Defender,Gorosabel,241049,72,77,75.0,71,75,66,38,77,52,58
Forward,N. González,240690,85,88,87.0,81,78,68,79,62,69,54
Midfielder,Salvi Sánchez,234772,88,90,89.0,80,85,73,63,71,68,59
Forward,S. Kalajdžić,239901,64,58,61.0,63,54,70,41,68,74,61
Goalkeeper,Z. Steffen,234777,54,52,,58,49,58,37,39,56,12
Goalkeeper,F. Müller,234833,43,43,,42,41,42,19,34,54,12
Midfielder,E. Eze,235794,77,77,77.0,81,80,76,69,77,68,69
Midfielder,C. Ünder,235889,84,78,81.0,84,82,74,64,67,83,80
Midfielder,Marc Roca,235945,50,50,50.0,67,65,80,69,72,66,69
Defender,E. Ndicka,236403,69,79,75.0,55,55,71,33,75,65,54
Midfielder,A. Claude-Maurice,236477,88,86,87.0,90,81,78,65,72,77,78
Midfielder,M. Guendouzi,236496,73,75,74.0,74,70,77,62,80,74,68
Midfielder,Douglas Luiz,236499,69,65,67.0,74,74,73,44,73,76,76
Defender,R. Koch,236532,54,75,66.0,64,59,65,38,73,56,42
Midfielder,C. Stengs,236593,75,76,76.0,81,69,81,52,76,75,67
Midfielder,Xeka,236639,56,54,55.0,60,55,78,56,79,81,71
Midfielder,D. Szoboszlai,236772,78,79,79.0,78,61,78,79,74,84,84
Forward,M. Terrier,236786,83,84,84.0,73,68,76,66,70,78,77
Defender,M. Demiral,238160,67,78,73.0,63,63,38,41,69,60,38
Midfielder,W. McKennie,238744,80,81,81.0,73,69,77,61,85,74,71
Defender,J. Clauss,239093,86,84,85.0,84,71,68,42,89,75,65
Forward,L. Waldschmidt,220085,77,71,74.0,78,77,75,83,70,81,82
Goalkeeper,J. Ledesma,219522,49,42,,40,50,36,23,40,50,20
Defender,L. Cabrera,192816,63,56,59.0,63,50,50,50,76,67,40
Midfielder,Oier,190432,63,60,61.0,65,68,75,56,73,73,65
Defender,C. Trimmel,193254,64,79,72.0,62,55,67,60,82,75,65
Forward,M. Braithwaite,193290,79,80,80.0,81,70,74,73,76,77,71
Defender,G. Pezzella,193601,55,53,54.0,33,49,22,35,57,54,50
Defender,Hugo Mallo,194229,63,69,66.0,74,63,64,23,82,67,39
Defender,C. Dawson,194806,48,53,51.0,56,50,51,66,72,57,30
Midfielder,A. Townsend,194932,78,77,77.0,79,77,76,76,74,83,76
Forward,Willian José,195093,59,65,62.0,65,38,76,76,68,82,74
Defender,M. Faraoni,195272,75,73,74.0,65,79,67,66,84,76,75
Midfielder,D. Caligiuri,197083,67,66,66.0,74,67,75,80,82,76,74
Defender,F. Lejeune,197948,46,45,45.0,53,54,46,43,58,75,66
Goalkeeper,M. Ryan,199005,53,52,,53,50,68,25,34,62,18
Goalkeeper,M. Sels,199641,37,35,,36,34,49,22,26,56,18
Goalkeeper,M. Bizot,200110,45,47,,50,40,47,36,32,52,14
Midfielder,S. Rode,200215,69,52,60.0,69,74,72,51,76,73,68
Defender,N. Schulz,200536,82,90,86.0,71,73,75,56,77,65,40
Goalkeeper,C. Tătărușanu,201325,46,43,,51,38,47,16,42,56,12
Defender,J. Murillo,201377,71,74,73.0,76,70,58,46,69,68,13
Midfielder,J. Kucka,190875,60,57,58.0,68,54,73,71,86,85,79
Defender,De Marcos,190149,81,82,82.0,75,78,70,55,87,73,56
Defender,David López,201505,57,55,56.0,45,55,69,50,65,77,60
Defender,Cote,190143,67,67,67.0,66,66,68,45,69,69,59
Goalkeeper,Diego López,146748,45,43,,44,40,55,21,40,53,11
Midfielder,G. Escalante,219391,66,66,66.0,63,70,70,64,77,79,63
Forward,Soldado,146758,54,52,53.0,62,59,74,79,49,78,74
Forward,Jorge Molina,154472,33,39,36.0,34,32,72,79,33,87,75
Defender,Ș. Radu,165109,63,60,61.0,67,67,60,57,81,79,74
Goalkeeper,T. Krul,170597,43,35,,48,42,52,42,36,53,14
Forward,Joselu,173608,56,54,55.0,60,34,68,74,63,78,73
Forward,K. Gameiro,176600,82,84,83.0,79,73,75,81,69,82,73
Defender,D. Da Silva,179789,40,58,50.0,55,59,40,43,73,57,41
Midfielder,M. Hasebe,181098,51,51,51.0,65,70,69,61,60,55,52
Forward,S. Jovetić,181820,64,65,65.0,77,66,80,78,45,82,79
Defender,Víctor Díaz,183353,71,71,71.0,62,54,65,42,79,67,54
Midfielder,P. Piatti,183899,85,79,82.0,78,88,75,64,66,75,76
Midfielder,Rochina,188103,71,70,70.0,74,77,82,67,67,83,83
Midfielder,M. Lanzini,188988,76,66,71.0,84,89,77,73,53,76,75
Forward,S. Rondón,189250,66,71,69.0,64,83,69,65,74,85,69
Defender,Aridane,189472,50,60,56.0,67,51,47,31,78,66,31
Defender,F. Ghoulam,201454,66,75,71.0,70,62,69,76,74,80,69
Midfielder,J. Guilavogui,198118,61,72,67.0,53,50,65,50,74,78,66
Midfielder,S. Armstrong,202282,72,73,73.0,77,65,75,64,83,80,82
Midfielder,J. Gbamin,214947,66,78,73.0,64,63,72,40,67,82,71
Forward,N. Maupay,211784,79,76,77.0,76,81,69,80,74,78,71
Midfielder,R. Gagliardini,212153,50,55,53.0,62,62,72,40,75,76,73
Midfielder,Y. Gerhardt,212245,66,63,64.0,68,68,78,50,78,78,71
Defender,A. Masuaku,212491,77,82,80.0,77,79,71,49,78,75,71
Midfielder,L. Dendoncker,212501,53,68,61.0,55,54,75,55,83,85,76
Defender,Diego Llorente,212602,69,72,71.0,66,62,51,53,71,45,37
Defender,T. Meunier,202371,67,77,73.0,63,47,71,65,83,80,77
Midfielder,A. Iwobi,213655,75,79,77.0,77,75,75,59,74,72,62
Midfielder,I. Marcone,215057,54,42,47.0,58,61,74,59,82,73,69
Midfielder,M. Elneny,211454,57,56,56.0,65,62,69,62,89,78,71
Forward,S. Guirassy,215441,69,72,71.0,68,63,68,79,70,76,71
Goalkeeper,B. Drągowski,215502,46,42,,33,54,62,21,34,53,18
Forward,I. Bebou,216258,92,89,90.0,83,74,69,67,75,76,71
Midfielder,S. Lobotka,216435,66,60,63.0,76,85,74,56,83,62,68
Forward,M. Philipp,216497,80,76,78.0,79,76,74,83,68,82,79
Defender,J. Palomino,217196,50,43,46.0,46,45,30,44,73,48,29
Defender,M. Targett,218659,73,74,74.0,69,63,62,51,78,65,38
Defender,G. Maripán,219145,34,34,34.0,31,32,43,30,59,58,35
Midfielder,André Gomes,211575,53,55,54.0,60,61,77,55,70,79,68
Forward,Santi Mina,212623,72,78,75.0,75,70,68,67,73,78,72
Defender,D. Rugani,211320,55,63,59.0,60,55,50,36,62,61,39
Goalkeeper,Sergio Rico,206652,48,46,,51,43,53,24,36,58,12
Defender,J. Roussillon,202562,87,88,88.0,77,81,71,51,75,75,65
Goalkeeper,A. Schwolow,202789,36,39,,40,42,36,22,31,50,15
Midfielder,G. Defrel,202851,85,80,82.0,80,72,75,69,49,79,78
Defender,D. Foulquier,203177,76,78,77.0,67,62,66,49,81,74,56
Defender,J. Lascelles,203487,54,62,58.0,60,51,40,19,69,51,27
Defender,Clerc,204876,84,89,87.0,77,73,68,50,85,64,59
Defender,Y. Abdelhamid,206493,35,31,33.0,33,44,45,42,79,58,23
Defender,Aleix Vidal,202493,80,82,81.0,75,73,71,51,68,81,59
Midfielder,L. Trossard,207421,89,76,82.0,92,85,74,75,71,76,79
Forward,Y. Poulsen,207791,80,84,82.0,69,54,69,58,86,73,58
Midfielder,B. Traoré,207948,77,79,78.0,88,59,74,69,69,73,68
Defender,J. Veltman,208004,64,64,64.0,66,66,55,42,75,60,41
Midfielder,Óliver Torres,208777,67,59,63.0,78,77,80,65,74,69,68
Midfielder,Samu Castillejo,210617,83,77,80.0,92,82,73,59,64,76,70
Defender,E. Hysaj,210864,73,77,75.0,74,69,59,40,80,68,43
Forward,C. Bacca,207664,69,65,67.0,67,71,68,80,56,78,60
Forward,Borja Mayoral,228635,67,69,68.0,75,73,67,74,71,76,72
Goalkeeper,Robert Sanchéz,228789,45,44,,31,35,56,15,40,52,16
Midfielder,O. Idrissi,228747,85,82,83.0,80,72,67,45,75,81,80
Defender,L. Martínez Quarta,228708,60,73,67.0,73,65,68,66,73,65,59
Midfielder,L. Tousart,227234,52,65,59.0,59,66,60,48,85,79,60
Defender,B. Henrichs,228579,74,74,74.0,75,69,69,59,74,62,46
Midfielder,A. Zambo Anguissa,227236,76,78,77.0,77,78,74,62,79,75,66
Midfielder,S. Serdar,230065,69,69,69.0,69,68,74,53,80,75,75
Defender,F. Guilbert,227222,75,74,74.0,64,73,63,44,78,68,49
Midfielder,P. Lees-Melou,230020,67,67,67.0,72,60,75,65,85,77,78
Midfielder,D. Lukébakio,231416,82,85,84.0,76,70,69,69,69,83,71
Midfielder,A. Diawara,230613,63,61,62.0,75,69,78,52,74,66,56
Goalkeeper,G. Larsonneur,230727,51,53,,60,65,25,21,38,54,12
Defender,P. Lienhart,231366,59,68,64.0,53,61,53,41,67,29,34
Defender,B. White,231936,69,69,69.0,59,55,57,24,80,39,25
Midfielder,Isi,232498,88,84,86.0,86,81,70,70,72,72,76
Midfielder,R. Orsolini,233556,81,80,80.0,83,76,73,71,68,79,74
Midfielder,A. Ndiaye,233631,93,91,92.0,82,72,67,49,64,76,60
Midfielder,J. Hauge,233848,89,88,88.0,81,76,70,65,83,68,68
Defender,F. Dimarco,226268,77,73,75.0,72,84,66,66,77,65,72
Defender,J. St. Juste,226853,87,94,91.0,76,66,62,59,76,66,48
Midfielder,S. Amrabat,224158,69,69,69.0,64,82,68,57,78,72,75
Defender,T. Kehrer,226229,68,68,68.0,68,64,59,41,74,65,40
Midfielder,M. Malsa,220831,72,74,73.0,74,74,71,47,83,66,66
Midfielder,R. Sallai,234171,76,69,72.0,75,74,75,62,62,69,64
Goalkeeper,M. Sportiello,216065,48,38,,55,58,44,21,37,51,17
Midfielder,A. El Ghazi,216433,68,77,73.0,68,65,73,80,73,84,77
Forward,A. Sørloth,216549,72,87,80.0,55,56,69,70,83,80,68
Forward,I. Slimani,217699,44,49,47.0,53,53,76,77,64,81,68
Defender,M. Caldara,220477,55,61,58.0,58,59,32,30,52,38,20
Defender,J. Bednarek,220570,50,54,52.0,52,59,52,32,71,25,23
Midfielder,J. Brownhill,220659,72,67,69.0,69,71,73,40,89,78,75
Forward,A. Armstrong,221841,93,88,90.0,87,90,67,71,81,76,76
Forward,C. Adams,226093,83,84,84.0,78,74,62,69,77,86,75
Midfielder,M. Normann,222404,73,71,72.0,74,80,72,52,83,73,68
Midfielder,Otávio,222715,59,63,61.0,72,76,65,48,79,66,62
Forward,K. Piątek,223113,71,78,75.0,69,62,52,73,72,78,67
Midfielder,O. Tufan,223154,74,76,75.0,76,69,73,53,91,81,77
Defender,A. Conti,223329,72,78,75.0,74,68,62,48,78,68,49
Midfielder,S. Mavididi,225783,88,89,89.0,70,64,68,59,70,73,70
Defender,M. Niakhaté,225859,66,86,77.0,65,53,50,53,70,46,38
Midfielder,D. Bouanga,225951,79,81,80.0,82,65,73,74,76,76,74
Midfielder,O. Mangala,234078,76,65,70.0,80,85,76,42,77,66,62
Defender,M. Viña,253290,83,82,82.0,79,77,64,47,84,64,60
Defender,Diogo Dalot,234574,78,80,79.0,79,72,64,43,74,78,64
Midfielder,Gonzalo Villar,244393,51,66,59.0,76,81,77,53,75,63,60
Forward,Loren,242348,72,71,71.0,70,55,67,73,70,77,75
Midfielder,M. Barrow,242374,83,85,84.0,78,57,72,58,73,74,75
Defender,B. Badiashile,242578,55,67,62.0,34,37,66,46,66,70,47
Defender,S. Bornauw,242663,69,74,72.0,61,55,54,34,67,61,40
Midfielder,A. Saelemaekers,242664,81,81,81.0,87,73,70,41,83,62,72
Midfielder,Riqui Puig,242816,69,65,67.0,82,85,83,55,65,60,61
Midfielder,L. Majer,244261,78,62,69.0,86,70,78,78,81,76,67
Goalkeeper,Luís Maximiano,244316,55,55,,58,33,55,13,23,49,4
Defender,N. Aguerd,244749,57,62,60.0,59,56,57,48,78,62,46
Midfielder,J. Brekalo,234711,84,69,76.0,87,83,69,59,65,75,75
Midfielder,Trincão,244778,80,78,79.0,84,65,75,67,77,73,73
Defender,M. Salisu,244915,62,71,67.0,54,49,24,40,65,60,28
Defender,J. Todibo,245388,68,83,76.0,52,55,56,46,69,57,41
Midfielder,Bryan Gil,246785,79,77,78.0,89,81,69,47,46,64,60
Midfielder,Gabriel Martinelli,251566,88,86,87.0,83,79,72,60,76,68,60
Defender,S. Dest,251804,89,86,87.0,88,76,72,39,80,65,62
Midfielder,Ansu Fati,253004,90,87,88.0,89,81,67,74,63,68,70
Defender,Y. Sabaly,215699,77,78,78.0,73,82,45,43,77,53,44
Midfielder,P. Gueye,241707,72,73,73.0,61,53,65,42,81,64,43
Defender,C. Dagba,241497,82,82,82.0,83,86,65,45,70,68,61
Defender,Miranda,240915,78,78,78.0,74,63,54,44,71,71,65
Defender,Y. Atal,240754,89,91,90.0,81,81,72,59,71,69,62
Midfielder,J. Schouten,235149,65,64,64.0,66,70,69,57,79,60,57
Midfielder,D. Samassékou,235424,70,62,66.0,79,80,65,56,82,60,54
Defender,Pol Lirola,235875,78,76,77.0,70,74,68,30,78,58,55
Midfielder,Brais Méndez,235944,70,71,71.0,69,42,77,62,65,73,77
Midfielder,D. Brašanac,236221,62,49,55.0,58,64,74,70,71,80,69
Midfielder,A. Danjuma,236276,85,81,83.0,80,74,70,44,74,79,75
Midfielder,Melendo,236679,79,78,78.0,84,86,83,50,66,70,66
Midfielder,J. Kluivert,236920,90,89,89.0,87,84,73,66,65,77,76
Midfielder,K. Bare,237184,76,75,75.0,75,81,74,50,83,68,60
Defender,N. Milenković,238095,68,65,66.0,50,40,55,34,76,60,54
Midfielder,K. Diatta,238227,92,94,93.0,91,78,69,59,89,73,73
Defender,Bremer,239580,67,61,64.0,61,63,44,43,55,49,21
Defender,O. Kabak,239890,63,73,69.0,64,64,60,47,65,48,25
Forward,M. Boadu,239956,91,88,89.0,85,76,66,66,75,77,67
Midfielder,E. Smith Rowe,240273,79,78,78.0,75,74,76,64,72,69,61
Midfielder,Ander Guevara,240458,54,52,53.0,69,69,75,51,77,52,69
Defender,M. Olivera,240716,74,77,76.0,67,48,60,42,78,56,48
Forward,K. Baldé,215785,90,91,91.0,80,77,70,60,70,79,70
Defender,M. Kempf,210719,67,84,76.0,64,60,52,52,66,64,46
Forward,A. Petagna,215689,54,66,61.0,57,71,75,80,76,80,62
Midfielder,V. Darida,201262,68,64,66.0,77,85,75,76,95,75,73
Defender,K. Vogt,192641,64,76,71.0,54,46,67,53,67,76,57
Goalkeeper,A. Luthe,192665,35,43,,39,34,49,21,36,46,16
Midfielder,M. Gonalons,193116,55,40,47.0,55,60,74,68,63,73,60
Goalkeeper,K. Darlow,193331,60,54,,64,64,37,19,44,51,11
Defender,R. Rodríguez,193352,69,72,71.0,71,70,66,80,74,78,72
Midfielder,X. Chavalerin,193683,59,61,60.0,66,76,73,63,92,74,64
Midfielder,F. Đuričić,193881,74,72,73.0,77,77,77,69,55,71,71
Midfielder,A. Yarmolenko,194794,55,66,61.0,65,63,76,85,51,82,79
Forward,W. Khazri,194845,66,72,69.0,76,74,77,75,68,82,79
Goalkeeper,Joel Robles,195668,50,56,,50,39,41,15,25,55,11
Midfielder,Tomás Pina,198368,52,34,42.0,57,38,74,59,70,73,68
Midfielder,N. Redmond,198719,85,78,81.0,88,86,71,57,73,81,74
Defender,N. Pallois,199393,37,44,41.0,52,34,51,45,67,78,57
Midfielder,Nolito,199561,69,59,64.0,78,73,79,74,54,74,76
Defender,Sergi Gómez,199577,60,57,58.0,53,49,59,41,63,45,44
Defender,M. Lowton,199633,67,65,66.0,65,68,70,49,78,72,68
Goalkeeper,T. Horn,200316,45,51,,50,31,45,21,31,45,17
Defender,Pedro Mendes,200677,67,63,65.0,53,51,32,35,73,67,34
Defender,Cédric,201118,78,75,76.0,73,81,63,60,75,76,70
Defender,N. Araújo,192041,63,69,66.0,41,60,43,54,69,57,39
Midfielder,P. Groß,190765,55,45,50.0,66,73,80,70,79,76,80
Forward,T. Pukki,190362,78,74,76.0,77,72,71,73,77,75,66
Goalkeeper,A. Begović,172723,47,48,,46,40,34,40,36,55,12
Goalkeeper,R. Jarstein,104389,40,40,,34,45,49,13,30,53,18
Defender,Dante,158625,33,32,32.0,48,60,62,57,61,62,53
Midfielder,Cesc Fàbregas,162895,42,38,40.0,62,70,86,78,41,70,68
Goalkeeper,T. Heaton,163264,56,55,,54,52,46,24,40,56,12
Midfielder,T. Walcott,164859,86,84,85.0,79,77,67,69,61,76,65
Defender,R. Bertrand,169705,75,73,74.0,73,69,65,52,70,59,54
Midfielder,J. Cork,169706,52,37,44.0,61,63,61,60,82,73,63
Defender,L. De Silvestri,170320,70,75,73.0,65,58,65,52,74,74,70
Defender,D. Criscito,173208,73,73,73.0,69,65,72,78,69,68,59
Midfielder,K. Strootman,189712,48,51,50.0,56,66,70,72,73,78,76
Midfielder,A. Ekdal,181318,50,44,47.0,59,58,75,68,82,72,69
Defender,M. Cáceres,182495,68,71,70.0,72,76,58,50,72,69,59
Midfielder,M. Albrighton,183130,72,68,70.0,73,78,76,60,75,73,67
Forward,E. Choupo-Moting,183569,69,73,71.0,73,65,67,68,72,78,64
Defender,R. Thomas,184190,35,35,35.0,44,46,37,55,48,64,28
Midfielder,Adrien Silva,184826,53,53,53.0,66,67,77,82,69,79,77
Defender,Rúben Vezo,215399,73,76,75.0,68,69,55,50,71,59,55
Midfielder,S. Rudy,189251,65,66,66.0,74,74,74,69,77,69,72
Midfielder,M. Badelj,201144,51,50,50.0,64,64,74,68,80,72,74
Defender,L. Ayling,186156,63,69,66.0,68,61,59,38,85,65,59
Defender,C. Biraghi,201389,74,76,75.0,71,72,69,64,72,79,72
Midfielder,D. Lazović,212127,82,88,85.0,80,79,68,49,82,76,72
Defender,Paulo Otávio,208001,90,91,91.0,86,83,64,41,72,66,57
Forward,M. Dabbur,208498,73,67,70.0,77,73,69,63,75,76,69
Defender,T. Foket,208509,77,73,75.0,73,72,66,49,90,67,62
Midfielder,A. Thomasson,208787,69,68,68.0,74,83,77,65,78,75,72
Defender,F. Schär,210047,57,59,58.0,64,61,69,75,71,77,73
Defender,R. Haps,210384,86,87,87.0,85,82,55,50,84,67,63
Midfielder,F. Boulaya,210438,73,72,72.0,80,77,79,56,65,75,68
Midfielder,M. Sanson,210896,75,69,72.0,78,68,78,68,81,79,72
Forward,I. Toney,212228,80,80,80.0,82,70,62,80,78,71,65
Midfielder,W. Hughes,206516,67,60,63.0,71,72,81,66,76,60,62
Midfielder,R. Andrich,212242,64,55,59.0,59,59,71,62,86,83,79
Forward,Hwang Ui Jo,212260,80,77,78.0,77,64,66,66,80,77,77
Defender,L. Augustinsson,212678,75,61,67.0,75,72,73,62,87,69,59
Defender,D. Amartey,212883,63,67,65.0,64,64,58,51,66,71,59
Defender,N. Stark,212977,75,78,77.0,65,62,70,39,73,63,55
Forward,D. Origi,213135,73,84,79.0,71,64,69,65,70,80,70
Defender,L. Kurzawa,201510,77,71,74.0,72,70,75,54,72,69,62
Midfielder,F. Tait,213388,76,70,73.0,74,80,74,53,77,74,73
Defender,Pablo Marí,206654,53,53,53.0,49,35,37,31,70,53,40
Defender,A. Djiku,212219,61,80,71.0,68,64,61,43,81,58,42
Midfielder,J. Ferri,206306,63,56,59.0,70,85,78,54,80,77,69
Defender,C. Taylor,204760,65,73,69.0,67,66,65,45,77,63,59
Goalkeeper,A. Gomis,201976,43,41,,60,54,61,23,33,53,15
Midfielder,L. Milivojević,206304,51,50,50.0,62,62,67,90,73,84,77
Defender,J. Schmid,201982,75,78,77.0,76,79,69,62,79,75,66
Defender,J. Gouweleeuw,202201,67,74,71.0,65,64,71,42,68,72,77
Defender,D. da Costa,202429,76,70,73.0,65,66,68,40,88,68,55
Forward,S. Zaza,202685,80,77,78.0,74,69,69,73,69,84,70
Midfielder,N. Sansone,201858,81,76,78.0,88,84,74,74,56,72,72
Defender,T. Delaine,203741,83,86,85.0,79,66,75,45,84,62,51
Forward,M. Niang,204077,76,78,77.0,70,63,71,75,68,87,74
Defender,R. Knoche,203030,46,34,39.0,52,49,39,37,62,58,35
Defender,R. Fredericks,205346,89,92,91.0,75,76,60,61,74,58,46
Midfielder,D. Baselli,205407,69,68,68.0,81,77,77,71,54,76,78
Defender,Alberto Moreno,205566,79,85,82.0,80,83,61,54,75,80,74
Defender,M. De Sciglio,206058,66,69,68.0,75,76,63,49,77,67,51
Midfielder,O. Yokuşlu,205201,62,69,66.0,61,60,71,60,87,79,75
Midfielder,D. Cheryshev,206225,73,79,76.0,73,69,76,64,71,81,82
Midfielder,I. Hayden,206115,55,60,58.0,54,60,72,49,78,75,66
Forward,Hwang Hee Chan,226380,91,79,84.0,91,71,77,72,74,74,71
Defender,W. Anton,229476,55,75,66.0,62,57,52,48,76,58,45
Midfielder,R. Krunić,229758,68,66,67.0,73,68,74,66,72,76,76
Defender,Fali,229628,54,55,55.0,50,68,74,47,82,72,70
Midfielder,M. Pjaca,229593,74,78,76.0,77,58,68,72,54,76,72
Midfielder,T. Minamino,226627,83,75,79.0,89,86,70,72,76,71,73
Defender,H. Moukoudi,228732,49,56,53.0,39,36,50,38,71,45,27
Midfielder,J. Reine-Adélaïde,228509,77,75,76.0,78,66,77,55,75,79,67
Defender,Andrei Girotto,226515,58,52,55.0,64,54,54,55,72,77,78
Midfielder,Trezeguet,226078,78,77,77.0,78,70,64,74,81,76,76
Midfielder,M. Eggestein,226168,67,60,63.0,73,69,74,60,93,81,72
Midfielder,T. Davies,230005,66,64,65.0,68,69,76,49,77,70,66
Goalkeeper,I. Radu,234102,42,38,,43,40,37,15,32,54,17
Midfielder,N. Dorsch,231227,74,63,68.0,80,84,74,62,77,68,61
Midfielder,Iván Alejo,231280,82,78,80.0,85,54,68,47,55,75,69
Defender,Javi Galán,231591,77,77,77.0,76,75,60,48,77,63,56
Midfielder,R. Del Castillo,231612,80,74,77.0,86,83,75,68,69,73,67
Midfielder,A. Harit,232097,83,76,79.0,86,81,73,68,72,54,63
Defender,T. Tomiyasu,232938,68,68,68.0,70,70,59,37,80,42,28
Forward,O. Edouard,233866,84,82,83.0,81,84,73,76,77,74,69
Defender,L. Abram,234178,63,67,65.0,58,58,49,35,79,56,37
Midfielder,Y. Eteki,234789,66,60,63.0,72,74,68,52,73,68,58
Midfielder,Y. Wissa,234824,85,91,88.0,82,73,68,71,71,75,72
Midfielder,T. Cantwell,225748,74,71,72.0,77,74,77,58,68,66,67
Midfielder,P. Rosario,235134,64,69,67.0,69,66,73,58,80,76,65
Defender,D. Bronn,235565,65,66,66.0,63,61,65,63,73,74,64
Midfielder,A. Maitland-Niles,225782,79,83,81.0,79,71,73,69,82,72,66
Forward,Mariano,221639,75,76,76.0,79,70,63,74,75,84,81
Midfielder,Hernani,225475,66,64,65.0,64,53,67,72,67,78,77
Midfielder,R. Mandragora,225439,54,59,57.0,67,73,76,52,85,70,71
Midfielder,J. Aholou,220905,70,65,67.0,66,57,67,49,72,73,73
Defender,R. Sessegnon,235883,85,80,82.0,79,84,72,61,76,67,55
Forward,Carlos Fernández,221014,65,73,69.0,71,51,73,73,64,79,75
Midfielder,N. Vukčević,221016,55,53,54.0,55,60,75,53,75,69,68
Midfielder,J. Riedewald,221269,54,64,60.0,66,63,73,42,62,69,62
Defender,J. Gradit,221284,72,71,71.0,66,67,52,36,91,48,27
Defender,Pablo Maffeo,221342,87,83,85.0,76,80,64,37,74,57,52
Forward,Wu Lei,221445,84,83,83.0,76,77,70,72,76,75,66
Midfielder,Lee Jae Sung,221671,73,65,69.0,83,82,80,50,88,58,62
Midfielder,A. Zeneli,221919,82,81,81.0,84,78,72,71,70,77,70
Midfielder,O. Duda,222148,73,59,65.0,76,75,75,68,84,78,67
Midfielder,M. Nakamba,222994,75,66,70.0,76,78,63,38,82,74,54
Midfielder,F. Cervi,223061,89,88,88.0,91,92,68,56,82,68,64
Defender,J. Sambia,223570,72,78,75.0,78,70,68,59,77,85,71
Defender,S. Posch,223671,70,71,71.0,46,59,36,38,63,42,25
Forward,V. Muriqi,223710,44,66,56.0,49,36,63,71,75,78,67
Goalkeeper,A. Nübel,223885,49,46,,34,58,22,16,39,53,18
Midfielder,M. Lopez,224030,73,69,71.0,90,93,76,68,79,63,68
Defender,K. Ajer,224258,67,78,73.0,48,34,50,49,80,64,47
Midfielder,M. Wolf,224425,77,89,84.0,68,65,68,52,82,75,66
Midfielder,H. Belkebla,224444,64,57,60.0,61,71,70,55,89,61,51
Midfielder,N. Radoja,225028,59,62,61.0,60,65,73,58,74,63,67
Defender,C. Roberts,225147,79,80,80.0,71,70,62,41,91,50,50
Defender,Vallejo,225161,66,70,68.0,68,66,49,45,48,49,31
Forward,H. Diallo,225293,71,73,72.0,67,68,57,80,70,77,61
Defender,G. Konan,235634,82,76,79.0,75,74,68,41,82,57,46
Forward,E. Ünal,223197,69,67,68.0,73,71,65,80,68,85,72
Midfielder,Fran Beltrán,235997,65,62,63.0,78,75,77,49,69,61,60
Midfielder,A. Král,247028,76,75,75.0,76,77,71,59,88,76,75
Midfielder,E. Mwepu,243231,78,85,82.0,75,65,70,59,90,78,75
Defender,B. Williams,243414,77,82,80.0,75,68,62,41,73,69,50
Midfielder,Y. Adli,243627,61,63,62.0,68,57,78,60,70,77,74
Midfielder,M. Camara,243631,66,61,63.0,70,70,69,55,74,67,50
Defender,W. Saliba,243715,67,73,70.0,51,58,61,47,73,57,23
Defender,M. Simakan,243854,66,70,68.0,59,54,63,47,74,61,29
Defender,N. Pérez,244206,63,60,61.0,43,52,33,40,70,42,16
Defender,M. Kumbulla,245426,43,56,50.0,51,58,54,30,68,50,31
Midfielder,Silas,245940,85,89,87.0,84,73,58,81,70,70,49
Defender,Adrià Pedrosa,246113,89,89,89.0,81,74,65,40,74,67,57
Defender,A. Pieper,246836,60,74,68.0,48,49,48,52,76,50,23
Midfielder,M. Ihattaren,246960,74,73,73.0,74,71,80,68,63,70,68
Midfielder,Unai Vencedor,247328,71,61,66.0,75,81,73,42,80,74,79
Forward,A. Elis,236245,91,89,90.0,81,64,73,65,75,72,65
Midfielder,Moncayola,247495,66,66,66.0,68,65,75,46,73,65,65
Defender,Iago,251182,75,85,81.0,75,69,65,46,76,63,54
Defender,J. Gvardiol,251517,78,87,83.0,66,60,65,61,79,76,56
Defender,D. Bradarić,252000,79,79,79.0,76,74,65,43,77,59,55
Forward,Marcos André,252084,78,74,76.0,73,69,55,61,68,79,77
Midfielder,H. Boudaoui,253157,76,73,74.0,80,78,74,54,85,65,62
Midfielder,Matheus Henrique,254487,78,73,75.0,82,73,75,63,79,64,61
Defender,A. Truffert,256769,74,74,74.0,74,77,66,54,77,63,51
Midfielder,J. Musiala,256790,80,73,76.0,87,90,69,42,58,68,72
Defender,Mingueza,259694,74,82,78.0,69,62,55,32,80,61,35
Goalkeeper,G. Mamardashvili,262621,44,45,,35,26,34,11,45,53,7
Midfielder,D. Gray,220633,89,84,86.0,84,76,71,57,66,78,65
