Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Midfielder,Lucas Torró,208137,49,59,75,77,46,62,58,72,74,52,65.0,63.0
Midfielder,S. Boufal,211381,70,62,35,75,70,79,75,65,79,63,72.0,66.0
Midfielder,K. Linetty,211408,60,64,56,78,38,74,62,74,76,36,71.0,63.0
Defender,T. Fosu-Mensah,232270,64,57,69,72,55,63,60,63,67,34,64.0,60.0
Defender,P. Retsos,234986,57,26,70,77,26,46,31,62,66,29,59.0,35.0
Midfielder,S. Özcan,235407,60,66,59,75,50,75,59,72,76,53,69.0,62.0
Defender,K. Bonifazi,235290,34,30,68,66,36,49,41,52,62,34,51.0,35.0
Midfielder,V. Janelt,235167,57,57,55,71,60,67,48,73,69,49,66.0,62.0
Defender,W. Faes,235036,32,31,73,70,24,53,41,70,65,35,54.0,37.0
Defender,N. Molina,233084,72,68,60,71,58,74,63,64,71,32,67.0,64.0
Midfielder,L. Bénes,234728,78,64,38,79,75,74,78,77,77,77,78.0,70.0
Defender,S. Alakouch,233767,71,40,53,71,38,71,63,66,71,33,67.0,45.0
Midfielder,T. Asano,232610,62,73,60,69,65,74,61,47,71,39,62.0,69.0
Midfielder,Aleix Febas,235522,67,58,36,80,57,75,71,77,73,63,75.0,62.0
Midfielder,J. Bellegarde,235456,60,58,60,75,48,73,57,73,74,39,69.0,60.0
Midfielder,M. Hongla,236556,57,67,73,77,60,76,71,78,76,39,70.0,69.0
Midfielder,D. Geiger,235526,57,38,29,80,45,75,60,76,80,48,71.0,47.0
Midfielder,Santi Comesaña,235781,49,69,66,72,49,68,48,71,75,47,64.0,67.0
Forward,I. Cardona,235888,56,75,63,74,77,73,68,58,74,58,67.0,74.0
Defender,E. Cabaco,236331,38,42,73,59,36,46,36,61,61,27,48.0,41.0
Midfielder,H. Wolf,236935,63,70,57,69,63,79,73,64,77,63,67.0,69.0
Defender,S. Doumbia,236454,69,33,61,69,38,70,58,58,69,35,62.0,43.0
Goalkeeper,Álvaro,236515,9,8,9,29,6,14,14,26,30,13,,
Midfielder,A. Nordin,236518,65,70,67,73,52,76,67,68,76,44,68.0,69.0
Midfielder,A. Barkok,236624,64,69,60,74,57,81,65,66,81,60,69.0,66.0
Defender,D. Raum,236703,76,57,57,69,52,72,66,59,76,37,66.0,59.0
Midfielder,M. van Bergen,231864,69,66,34,64,62,74,74,53,72,54,64.0,65.0
Defender,Toni Lato,232008,79,55,65,72,59,70,75,75,71,38,71.0,56.0
Midfielder,Raúl Guti,225204,58,68,60,74,58,67,66,72,73,64,69.0,68.0
Defender,R. Pierre-Gabriel,231685,68,41,62,67,43,69,60,51,69,35,60.0,48.0
Midfielder,J. Dasilva,231445,68,67,50,77,57,75,71,75,75,39,73.0,70.0
Defender,G. Ferrari,224808,15,30,71,60,15,38,18,62,60,23,39.0,27.0
Midfielder,J. Dilrosun,224949,70,70,32,69,60,83,60,58,78,49,63.0,63.0
Forward,F. Andone,225018,62,68,75,65,73,70,58,53,75,55,62.0,71.0
Midfielder,Kike Barja,225200,71,73,59,69,49,75,42,68,74,41,67.0,66.0
Midfielder,M. Coco,226414,71,70,59,75,68,71,59,63,71,36,68.0,69.0
Midfielder,S. Thioub,226861,71,70,54,72,68,75,69,63,74,61,69.0,71.0
Midfielder,J. Bruun Larsen,227503,67,72,58,72,62,72,73,67,74,70,69.0,69.0
Midfielder,H. Choudhury,228332,43,37,64,75,49,63,50,66,68,54,62.0,45.0
Defender,M. Vojvoda,228349,73,39,62,69,47,71,62,67,69,58,68.0,50.0
Midfielder,V. Kovalenko,228698,71,71,59,74,76,73,75,68,75,67,72.0,71.0
Goalkeeper,W. Faríñez,228736,18,19,17,25,15,14,22,29,25,18,,
Defender,Raillo,228805,29,25,78,73,37,52,42,60,61,36,53.0,36.0
Midfielder,T. Roberts,228815,64,70,65,73,59,75,57,65,77,42,68.0,69.0
Midfielder,M. Svanberg,228946,68,64,32,78,53,76,66,76,78,63,74.0,66.0
Forward,K. Onisiwo,229071,69,71,66,66,69,78,67,62,73,56,66.0,69.0
Defender,William,229221,74,32,50,75,28,75,64,64,73,66,68.0,50.0
Midfielder,G. Pereiro,229636,69,70,74,69,69,78,76,68,81,75,70.0,73.0
Midfielder,Josan,229667,68,75,50,71,59,77,66,62,72,55,66.0,69.0
Midfielder,L. Coulibaly,230107,61,55,70,74,51,73,60,69,73,51,67.0,58.0
Defender,M. Diakhaby,230578,28,36,80,70,31,56,34,57,61,26,53.0,38.0
Defender,T. Chalobah,230918,53,41,69,73,34,69,48,68,72,43,63.0,43.0
Defender,K. Amian,231235,66,43,70,71,46,65,69,60,69,39,63.0,48.0
Defender,J. Lewis,231292,67,53,56,71,51,75,61,64,72,40,64.0,53.0
Defender,G. Gudmundsson,236822,77,59,51,69,56,75,58,64,70,43,67.0,64.0
Midfielder,Pedro Chirivella,224019,63,46,58,77,40,69,57,75,77,48,70.0,52.0
Defender,J. Torunarigha,236947,56,33,78,69,26,67,34,73,62,25,63.0,34.0
Forward,P. Cutrone,237715,48,76,73,64,70,70,66,44,73,42,55.0,71.0
Midfielder,I. Baba,245598,43,46,64,75,42,58,46,66,66,48,61.0,49.0
Midfielder,H. Elliott,246174,72,64,40,73,48,77,56,68,77,57,71.0,62.0
Defender,Hugo Guillamón,246352,49,29,73,76,35,53,48,70,70,33,63.0,36.0
Defender,O. Kossounou,246875,58,26,74,66,28,65,23,66,68,23,58.0,32.0
Defender,B. Kouyaté,247019,46,23,82,63,28,56,44,54,61,28,50.0,37.0
Defender,N. Schlotterbeck,247819,29,21,71,59,29,47,36,54,58,35,47.0,29.0
Midfielder,M. Olise,247827,70,61,36,75,53,74,73,74,77,65,74.0,64.0
Defender,Mateu Morey,248820,71,49,41,75,39,75,63,64,75,40,67.0,46.0
Midfielder,R. Cherki,251570,70,64,28,69,57,84,77,59,79,72,68.0,67.0
Forward,R. Nteka,251756,56,71,71,72,64,72,57,65,74,44,65.0,72.0
Forward,B. Brobbey,251810,35,75,69,69,58,64,49,53,72,39,54.0,71.0
Defender,F. Daniliuc,252017,51,39,77,71,33,59,51,68,66,30,61.0,42.0
Defender,Son,252086,71,48,63,69,41,71,65,58,70,45,64.0,50.0
Defender,Manu Sánchez,252327,68,42,62,70,36,66,52,53,72,34,62.0,44.0
Forward,Fer Niño,252590,52,78,74,73,68,67,54,53,70,37,59.0,74.0
Defender,J. Frimpong,253149,73,51,46,69,38,77,65,54,75,47,65.0,50.0
Forward,A. Kalimuendo,253444,47,74,70,58,71,74,57,40,73,39,52.0,72.0
Defender,Y. Maçon,255523,68,44,61,67,33,73,63,53,72,41,62.0,50.0
Midfielder,K. Jakić,257889,51,44,69,70,56,64,41,72,72,39,63.0,57.0
Goalkeeper,I. Grbić,258390,14,9,11,33,8,15,20,30,21,13,,
Midfielder,Jon Morcillo,258602,78,75,63,77,62,77,71,60,74,69,71.0,74.0
Midfielder,I. Moriba,259233,40,74,59,76,48,76,46,75,74,47,64.0,70.0
Midfielder,Yeremy Pino,259377,69,70,46,72,62,75,67,68,73,60,70.0,66.0
Forward,F. Krüger,245228,47,77,61,64,64,72,47,46,74,34,55.0,72.0
Forward,Sancet,244675,55,72,71,75,69,75,60,68,80,41,67.0,71.0
Defender,Catena,243976,39,38,74,66,29,35,42,65,63,31,54.0,39.0
Defender,M. Guéhi,241159,35,24,68,67,32,61,29,55,66,32,49.0,31.0
Defender,K. Danso,237985,39,26,78,55,31,52,35,48,58,31,45.0,32.0
Midfielder,Guridi,238126,54,70,43,75,43,75,50,72,76,45,67.0,63.0
Forward,I. Niane,239025,56,75,75,58,55,74,58,44,70,51,54.0,74.0
Midfielder,A. Matusiwa,239356,46,38,58,69,42,66,44,67,68,41,58.0,47.0
Midfielder,I. Diallo,239452,52,41,59,71,36,69,52,72,70,39,64.0,48.0
Midfielder,M. Okugawa,239712,70,69,59,72,70,79,62,64,77,60,68.0,65.0
Midfielder,M. Cuisance,239744,77,59,49,78,63,77,85,80,79,74,78.0,67.0
Midfielder,Paulinho,239970,65,68,47,74,58,82,73,68,80,55,69.0,67.0
Forward,M. Nzola,240452,52,74,70,68,60,68,62,62,71,44,59.0,70.0
Defender,N. Phillips,240926,30,23,78,66,30,48,29,58,52,35,49.0,30.0
Midfielder,E. Elmas,241390,64,64,58,77,56,78,61,74,77,54,71.0,69.0
Midfielder,A. Laurienté,243593,72,67,43,70,75,78,81,61,75,83,70.0,72.0
Midfielder,Dani Raba,241463,74,74,42,73,52,75,68,75,76,42,72.0,71.0
Forward,M. Bayo,241821,57,77,63,63,71,75,69,46,75,51,60.0,75.0
Midfielder,Manu Morlanes,241856,65,60,55,77,60,75,66,75,77,70,73.0,62.0
Midfielder,C. Führich,241925,67,67,54,73,58,73,66,67,72,50,68.0,66.0
Midfielder,A. Sambi Lokonga,241928,68,53,61,78,58,76,71,73,81,68,72.0,58.0
Midfielder,A. Harroui,241937,66,66,57,74,55,76,60,68,77,63,70.0,68.0
Defender,K. Mavropanos,242000,45,30,70,60,30,43,32,51,54,37,49.0,33.0
Midfielder,C. Jones,242434,63,63,50,75,55,77,66,72,78,47,70.0,65.0
Defender,R. Aït Nouri,242641,73,40,62,69,36,75,64,56,74,42,63.0,42.0
Forward,Dani Gómez,243315,49,76,62,68,62,74,56,57,74,45,60.0,74.0
Midfielder,Luis Rioja,224415,73,69,32,70,43,75,67,65,74,68,69.0,67.0
Midfielder,N. De Préville,201073,70,72,66,73,71,73,74,69,73,74,72.0,73.0
Midfielder,Manu García,223978,67,66,58,73,74,74,76,70,75,65,72.0,69.0
Defender,M. Yoshida,191648,36,34,74,63,56,60,38,52,66,33,51.0,41.0
Forward,D. Ginczek,192445,31,74,75,64,74,67,49,37,70,58,51.0,74.0
Midfielder,M. Jajalo,192612,65,58,68,74,64,75,69,72,76,70,70.0,64.0
Forward,F. Klos,192663,46,74,80,69,72,59,56,60,67,45,61.0,73.0
Defender,V. Le Goff,193148,71,60,43,70,52,70,50,69,70,47,66.0,61.0
Goalkeeper,V. Belec,193336,11,10,13,24,10,13,11,28,21,13,,
Goalkeeper,F. Bardi,193786,18,10,11,31,17,13,14,31,12,19,,
Forward,Villalibre,193794,46,74,74,68,70,65,60,45,73,36,55.0,72.0
Midfielder,D. Didavi,193886,72,71,58,75,76,75,75,70,78,76,73.0,76.0
Defender,S. Ilsanker,194665,39,45,74,58,44,49,41,55,54,33,51.0,53.0
Forward,A. Finnbogason,195586,37,76,68,70,78,72,56,67,74,51,61.0,76.0
Defender,A. Bamba,199313,68,28,65,69,49,60,58,66,70,49,65.0,41.0
Forward,J. Guidetti,199602,67,73,75,72,76,72,68,53,73,77,67.0,75.0
Defender,B. Bereszyński,199763,67,50,60,68,56,68,60,62,70,50,64.0,56.0
Midfielder,Timor,199829,61,55,59,75,53,68,78,74,72,81,72.0,66.0
Midfielder,L. Rupp,200469,73,63,45,77,63,72,72,74,75,60,74.0,66.0
Defender,Juan Jesus,200752,60,20,73,58,17,58,44,56,55,36,52.0,33.0
Defender,L. Tonelli,201049,40,25,74,54,33,54,38,54,58,17,44.0,31.0
Midfielder,K. McLean,201368,56,68,59,76,56,70,66,74,75,70,70.0,70.0
Defender,M. Haïdara,201955,68,42,62,67,37,69,52,57,71,58,62.0,51.0
Forward,S. Zoller,202276,68,77,67,68,72,72,69,53,76,55,65.0,74.0
Midfielder,T. Chandler,202316,78,70,80,75,66,73,70,74,74,43,72.0,71.0
Goalkeeper,J. Butland,203042,11,16,12,40,12,21,12,30,36,14,,
Forward,V. Germain,203280,69,74,73,73,74,70,69,64,74,69,70.0,74.0
Defender,S. Mustafi,192227,53,58,74,70,51,53,55,69,63,47,62.0,57.0
Defender,S. Corchia,191210,72,57,54,71,43,72,78,73,72,75,71.0,62.0
Midfielder,K. Stöger,204497,74,67,45,77,63,77,68,80,77,63,76.0,67.0
Defender,Dídac Vilà,191055,70,40,71,71,45,68,68,67,70,35,66.0,52.0
Defender,A. Zedadka,223139,75,56,47,60,51,75,54,39,75,47,56.0,55.0
Goalkeeper,R. Salin,150477,11,11,16,36,13,14,11,23,13,15,,
Midfielder,A. Lennon,152747,74,58,26,72,68,79,66,64,72,53,70.0,60.0
Goalkeeper,P. Pentke,156437,23,10,30,30,18,25,13,22,30,22,,
Midfielder,V. Behrami,161805,68,54,66,73,69,70,70,71,73,68,71.0,63.0
Goalkeeper,D. Padelli,162297,11,10,10,26,10,10,13,29,21,10,,
Midfielder,Bebé,166074,69,77,57,69,69,74,67,68,69,75,69.0,78.0
Defender,A. Masiello,169115,58,23,76,66,52,54,47,68,62,35,56.0,37.0
Defender,Barragán,169426,74,44,71,71,59,66,62,63,67,51,66.0,52.0
Goalkeeper,Manolo Reina,173178,8,10,12,30,13,12,20,36,18,12,,
Goalkeeper,T. Sippel,177475,14,12,13,33,12,13,15,26,19,14,,
Goalkeeper,Kiko Casilla,177644,24,14,13,34,12,19,25,28,30,25,,
Goalkeeper,E. Kawashima,180739,17,14,14,33,13,12,13,33,28,14,,
Defender,S. De Maio,182179,15,20,72,50,20,46,23,54,50,39,39.0,33.0
Midfielder,D. Stephens,182184,68,61,65,75,66,64,65,73,71,61,71.0,62.0
Defender,H. Nordtveit,182888,65,40,76,73,38,64,64,74,68,66,69.0,53.0
Goalkeeper,O. Karnezis,183497,19,16,24,24,14,15,11,36,23,11,,
Forward,D. Welbeck,186146,69,75,75,66,68,72,61,64,72,62,67.0,72.0
Defender,T. Kolodziejczak,190034,73,26,70,74,30,55,59,71,65,34,68.0,37.0
Defender,T. Jantschke,190520,63,35,66,71,37,62,43,69,67,40,63.0,41.0
Defender,M. Gulde,190666,47,36,72,62,54,52,45,60,60,30,52.0,40.0
Midfielder,T. Arslan,190761,67,60,58,79,65,78,75,75,76,72,73.0,68.0
Midfielder,T. Rincón,191053,65,45,58,77,60,75,55,71,74,52,70.0,59.0
Midfielder,J. Jønsson,204152,54,54,62,73,46,64,53,69,72,48,65.0,56.0
Midfielder,F. Lemoine,183287,63,53,61,73,58,65,60,70,70,62,69.0,58.0
Midfielder,Ruiz de Galarreta,205157,53,56,51,78,61,70,58,75,72,45,69.0,59.0
Defender,C. Lenz,212244,69,35,59,73,31,67,65,62,71,60,66.0,42.0
Midfielder,W. Cyprien,212886,71,69,64,74,64,73,73,72,74,74,73.0,71.0
Defender,Róber,213063,52,47,69,73,47,56,42,70,70,42,61.0,43.0
Defender,W. Troost-Ekong,213414,37,23,76,55,26,37,25,52,50,26,45.0,32.0
Midfielder,K. Sema,213750,74,63,37,73,61,76,67,64,74,72,71.0,66.0
Defender,J. Castelletto,213868,47,18,75,63,32,57,49,57,67,23,52.0,30.0
Goalkeeper,I. Arboleda,214462,20,16,21,27,20,21,22,23,21,17,,
Defender,J. Toljan,214622,75,39,49,70,41,68,39,63,71,32,62.0,42.0
Goalkeeper,G. Gallon,214680,12,14,13,29,16,17,15,27,18,19,,
Defender,B. Chardonnet,215410,45,35,75,65,42,48,38,63,65,35,52.0,40.0
Midfielder,Jason,215616,72,70,62,73,70,74,70,66,73,69,71.0,71.0
Defender,Samir,215651,63,24,70,62,28,57,29,57,60,30,55.0,33.0
Defender,R. Gagliolo,216067,66,44,68,66,40,56,33,57,68,22,53.0,51.0
Defender,Akapo,216605,74,42,62,59,40,59,66,62,67,41,60.0,51.0
Midfielder,J. Dossou,218311,65,72,58,67,56,74,54,69,72,37,65.0,66.0
Defender,H. Palacios,218981,62,27,67,70,59,58,34,60,61,34,61.0,35.0
Midfielder,Edgar Méndez,219728,73,70,69,73,71,72,72,68,73,43,70.0,71.0
Defender,Iza Carcelén,220348,76,47,54,69,56,74,71,59,69,78,67.0,59.0
Defender,Diego Rico,220414,72,45,65,69,53,69,74,60,71,69,69.0,57.0
Midfielder,A. Grassi,220475,65,58,64,77,60,75,64,76,77,58,72.0,63.0
Midfielder,P. Seguin,221885,59,56,66,77,51,68,52,74,77,43,69.0,59.0
Midfielder,M. Thorsby,222475,62,62,84,73,55,70,56,72,73,48,68.0,62.0
Midfielder,Walace,222844,48,58,60,80,68,69,55,73,73,52,68.0,66.0
Defender,L. Ceppitelli,205553,22,35,75,50,37,25,31,45,58,18,35.0,33.0
Defender,Ó. Duarte,212772,40,48,77,60,46,49,37,63,59,32,51.0,47.0
Midfielder,Pozo,218746,65,75,57,75,69,74,65,74,75,64,71.0,72.0
Defender,E. Roco,212225,40,43,77,68,27,53,27,62,66,31,54.0,41.0
Midfielder,J. Gastien,208861,51,65,52,71,48,69,50,68,72,61,65.0,63.0
Forward,D. Gayle,205670,59,75,68,64,70,71,54,53,73,71,58.0,74.0
Midfielder,A. Solari,212214,67,67,63,71,37,73,75,67,71,73,70.0,64.0
Goalkeeper,S. Kapino,205878,12,13,12,26,19,14,14,27,29,18,,
Defender,V. Chiricheș,205943,46,56,73,68,70,59,46,70,65,25,56.0,62.0
Defender,J. Willems,205995,80,59,65,70,53,74,78,71,75,63,73.0,65.0
Goalkeeper,P. Nardi,206218,10,10,17,35,10,10,12,25,25,10,,
Midfielder,J. Lukaku,207537,77,54,62,71,57,75,63,66,70,46,68.0,61.0
Defender,J. Uronen,207593,71,47,59,69,54,67,73,68,65,67,69.0,57.0
Defender,E. Krafth,207650,68,56,65,69,46,69,72,73,72,54,67.0,58.0
Midfielder,D. Bessa,208144,69,64,50,75,64,76,70,76,76,69,74.0,69.0
Defender,C. Hérelle,208449,57,47,78,72,35,58,49,69,65,42,61.0,48.0
Defender,Juan Cruz,206219,73,34,63,65,30,58,59,58,70,31,60.0,40.0
Defender,S. Byram,208892,70,59,66,70,43,71,55,65,70,33,66.0,60.0
Midfielder,L. Schaub,210489,67,69,55,75,60,77,68,71,79,62,72.0,67.0
Forward,B. Hrgota,209504,59,74,68,70,71,76,75,53,74,53,65.0,73.0
Midfielder,J. Haberer,211879,59,57,54,76,58,73,69,72,77,55,70.0,63.0
Midfielder,D. Cataldi,211361,70,66,60,79,65,72,79,76,77,77,75.0,71.0
Defender,J. Nilsson,210802,40,31,73,67,23,43,28,65,63,26,54.0,32.0
Midfielder,C. Nørgaard,210697,64,55,69,73,51,67,64,72,72,64,68.0,57.0
Midfielder,F. Tardieu,209618,68,61,65,74,43,67,65,71,70,67,71.0,62.0
Defender,S. Mitrović,209547,38,22,75,63,28,51,29,65,61,33,51.0,34.0
Midfielder,K. Möhwald,211818,79,62,54,76,75,75,80,73,75,68,75.0,71.0
Midfielder,I. Sissoko,231089,45,45,68,76,43,68,54,74,73,40,65.0,55.0
Midfielder,Garrido,233075,41,32,60,66,34,50,41,62,62,49,57.0,43.0
Midfielder,C. Ninga,231041,69,67,63,64,71,72,65,56,69,53,63.0,71.0
Defender,Joan Sastre,231588,69,36,62,67,31,68,40,37,70,40,56.0,36.0
Defender,G. Pezzella,230681,72,49,68,69,39,72,50,66,71,37,64.0,52.0
Defender,J. Horn,231874,71,29,59,69,36,67,53,48,68,35,59.0,35.0
Forward,J. Serra,232225,46,74,76,62,70,61,43,35,70,28,52.0,72.0
Defender,M. Leitsch,234843,59,29,68,63,30,60,44,60,68,35,55.0,37.0
Midfielder,O. Etebo,234457,61,59,68,72,66,74,62,70,76,66,68.0,65.0
Defender,O. El Hajjam,234514,65,35,68,71,35,67,69,67,69,34,65.0,46.0
Defender,Luan Peres,234791,66,30,73,70,33,61,43,72,68,37,59.0,34.0
Forward,J. Maja,235161,51,73,65,73,62,74,62,56,74,44,62.0,71.0
Midfielder,M. Munetsi,235432,50,41,68,74,37,65,51,71,70,38,65.0,48.0
Midfielder,M. Gaćinović,230564,69,51,47,73,64,77,60,72,77,51,70.0,60.0
Midfielder,F. Depaoli,235834,76,50,62,74,48,72,73,71,74,44,70.0,53.0
Defender,Y. Salmier,235553,22,17,74,65,27,48,28,58,61,23,45.0,28.0
Defender,Lyanco,230672,35,33,69,68,34,57,33,59,62,27,52.0,36.0
Defender,J. Laporte,228290,26,19,70,64,33,43,28,53,62,25,44.0,27.0
Defender,E. Kwateng,230074,70,32,69,69,42,68,48,66,71,31,63.0,37.0
Forward,Sergi Guardiola,229624,52,73,68,70,69,69,68,41,76,55,60.0,72.0
Midfielder,Sergi Canós,224013,72,70,51,68,58,76,59,59,72,56,67.0,69.0
Defender,F. Ballo-Touré,236723,71,49,58,71,39,72,68,65,71,49,67.0,51.0
Midfielder,M. Doumbia,224368,67,67,42,71,64,75,65,65,73,62,67.0,67.0
Forward,L. Mancuso,224508,62,75,64,64,70,72,63,57,73,41,62.0,72.0
Forward,M. Sylla,224967,57,74,71,70,65,73,65,41,70,42,61.0,72.0
Defender,K. Ehizibue,225669,65,54,67,66,42,72,57,66,70,38,63.0,57.0
Midfielder,M. Fares,226356,75,59,58,69,58,75,69,60,75,48,67.0,62.0
Midfielder,G. Prömel,228595,58,63,59,74,54,69,51,72,72,44,66.0,64.0
Midfielder,G. Holtmann,228614,68,60,47,66,49,72,61,62,70,36,63.0,64.0
Goalkeeper,D. Bertaud,228616,14,15,19,28,19,18,20,25,25,14,,
Defender,F. Sierralta,228681,57,30,67,66,23,46,23,45,63,28,50.0,30.0
Defender,Kevin,228716,72,55,68,70,41,65,58,61,73,45,65.0,53.0
Midfielder,J. Berthomier,228908,78,66,66,76,69,74,69,75,74,78,75.0,69.0
Defender,J. Rodon,229266,34,23,67,70,34,53,25,60,62,32,49.0,29.0
Goalkeeper,A. Desmas,229542,18,18,12,23,14,15,16,20,19,10,,
Goalkeeper,Dani Cárdenas,236033,10,5,12,40,8,13,11,49,16,13,,
Defender,B. Šutalo,255891,58,25,65,64,25,47,26,57,55,22,51.0,31.0
Midfielder,S. Longstaff,237161,60,61,47,73,56,68,68,73,74,69,70.0,65.0
Midfielder,P. Förster,237540,66,64,44,74,49,72,60,68,74,63,70.0,65.0
Midfielder,J. Allevinah,251191,72,70,43,62,66,76,69,48,73,54,63.0,69.0
Defender,M. Meyerhöfer,251325,71,38,59,67,32,68,45,50,71,35,61.0,40.0
Midfielder,Antonio Sánchez,252909,54,63,54,75,58,76,62,71,72,57,69.0,68.0
Defender,M. Bard,254548,72,41,52,68,40,73,65,55,71,33,63.0,48.0
Midfielder,K. Sulemana,256035,57,70,42,66,58,75,65,48,73,50,60.0,66.0
Midfielder,K. de la Fuente,257025,74,67,37,71,56,75,64,57,73,45,68.0,64.0
Defender,S. Diomande,257204,49,39,75,69,34,57,52,62,64,53,60.0,46.0
Goalkeeper,I. Pandur,258585,14,6,11,29,8,10,14,28,16,10,,
Midfielder,Zarraga,258615,60,70,59,76,48,76,65,73,75,52,69.0,66.0
Midfielder,I. Ilić,258683,64,58,50,78,50,76,66,74,76,52,72.0,64.0
Defender,A. Ismajli,258782,28,22,69,67,23,58,41,63,59,26,49.0,28.0
Defender,M. Lovato,258946,40,24,68,64,31,55,38,54,62,29,51.0,30.0
Goalkeeper,E. Green,259166,14,6,12,27,5,15,12,17,17,13,,
Goalkeeper,D. Greif,263139,14,9,10,25,5,10,12,17,17,10,,
Defender,Jorge Meré,223033,30,22,71,70,33,59,34,65,68,33,53.0,30.0
Midfielder,J. Dina Ebimbe,248573,58,59,59,76,51,75,59,70,77,49,68.0,61.0
Midfielder,Edgar,247500,49,50,71,69,37,64,32,66,64,30,60.0,49.0
Defender,Tuta,247182,60,32,67,73,40,65,42,70,68,39,60.0,41.0
Midfielder,E. Rexhbeçaj,240193,68,59,58,76,50,74,49,74,74,41,70.0,63.0
Defender,N. Cozza,239136,59,31,65,69,29,64,60,63,68,36,61.0,37.0
Defender,A. Gravillon,239550,41,36,72,62,42,48,36,51,61,36,48.0,42.0
Midfielder,Tete Morente,239671,71,73,59,70,64,74,73,67,73,69,69.0,72.0
Midfielder,A. Olsen,240017,68,68,64,68,59,77,70,63,76,62,67.0,70.0
Midfielder,L. Štulac,240095,60,52,55,73,67,62,67,70,73,66,68.0,61.0
Defender,T. Augello,240100,78,31,56,66,36,68,65,59,70,44,64.0,39.0
Midfielder,D. Ljubicic,240916,64,62,66,73,48,66,58,71,70,47,67.0,61.0
Midfielder,Gerson Rodrigues,246929,67,68,66,74,63,72,42,58,64,52,64.0,69.0
Defender,K. Schlotterbeck,244068,25,23,72,65,21,49,29,59,57,32,51.0,26.0
Midfielder,A. Fein,244280,57,56,65,75,48,71,59,74,75,48,68.0,57.0
Midfielder,L. Barreiro Martins,245253,54,58,49,74,54,76,59,70,77,46,66.0,56.0
Midfielder,B. Gilmour,245992,60,53,50,77,59,72,58,74,74,54,70.0,54.0
Defender,Óscar Gil,246284,68,40,55,67,45,66,66,65,68,40,63.0,46.0
Defender,Fran García,246606,70,42,55,68,39,68,66,60,70,36,63.0,49.0
Defender,T. Baumgartl,223641,33,26,72,70,26,44,31,67,57,28,55.0,34.0
Defender,R. Durmisi,211385,72,53,70,70,54,73,72,63,71,71,70.0,61.0
Midfielder,S. Griesbeck,222553,52,39,67,69,41,57,40,67,53,41,60.0,47.0
Goalkeeper,S. Burchert,189061,11,14,13,23,11,11,15,22,20,11,,
Defender,Ramalho,189576,59,40,72,69,44,52,57,52,60,34,57.0,35.0
Defender,Fábio,189680,70,43,59,73,59,71,57,67,72,60,69.0,54.0
Forward,H. Nielsen,190738,66,71,66,73,71,72,64,59,73,36,67.0,70.0
Goalkeeper,J. Steer,192317,11,11,12,40,11,11,12,25,22,11,,
Defender,S. Duffy,192622,38,40,79,60,30,45,37,60,55,33,49.0,47.0
Defender,M. Le Marchand,192725,70,35,73,72,38,62,42,74,70,40,67.0,39.0
Midfielder,M. Zeegelaar,193062,73,56,60,70,59,75,69,61,76,52,68.0,62.0
Midfielder,J. Obi,193337,63,68,64,74,61,71,60,67,72,56,69.0,67.0
Midfielder,Pelé,194020,59,50,64,68,58,69,54,74,69,65,65.0,60.0
Defender,Mexer,196801,40,44,75,72,50,59,55,55,69,32,57.0,48.0
Defender,Gabriel Silva,197688,75,54,58,75,59,69,73,72,70,58,71.0,59.0
Midfielder,J. Martin,197813,69,64,56,76,63,71,71,75,74,66,73.0,67.0
Defender,C. Gamboa,198553,70,32,52,67,58,70,66,66,68,54,66.0,48.0
Forward,I. Nestorovski,199274,39,79,70,66,66,70,65,45,70,62,52.0,74.0
Midfielder,A. Losilla,199288,55,55,72,71,64,69,54,68,73,47,64.0,57.0
Goalkeeper,C. Pinsoglio,189342,13,11,13,24,8,18,11,28,22,18,,
Defender,D. Brosinski,189043,74,54,64,67,56,69,77,64,66,77,69.0,59.0
Midfielder,N. Höfler,199897,54,41,61,74,40,64,53,69,68,50,65.0,47.0
Goalkeeper,V. Fiorillo,185172,8,15,9,28,7,14,9,25,19,4,,
Forward,J. Briand,134779,70,72,73,75,71,71,68,67,71,65,71.0,71.0
Goalkeeper,Sivera,222464,22,15,14,32,16,14,26,34,26,12,,
Goalkeeper,A. Cordaz,149258,12,10,16,12,10,18,10,17,20,15,,
Forward,S. Long,169216,72,68,76,64,67,74,54,49,71,37,61.0,69.0
Midfielder,Mario Suárez,171018,64,60,68,73,43,60,66,72,73,70,70.0,65.0
Defender,Coke,172316,74,66,83,71,56,66,70,63,73,46,67.0,66.0
Defender,W. Reid,176285,28,46,77,55,30,34,33,50,43,38,45.0,51.0
Midfielder,F. Forestieri,178628,66,70,59,73,71,74,70,61,75,65,69.0,71.0
Defender,C. Cathcart,180706,39,29,76,67,30,47,39,64,58,39,55.0,37.0
Forward,A. Modeste,182212,62,72,78,67,75,69,66,55,70,56,63.0,72.0
Defender,A. Rami,183280,36,45,71,63,39,56,43,66,60,55,53.0,48.0
Defender,Zanka,183491,47,34,71,65,40,46,35,62,60,26,57.0,39.0
Midfielder,R. Tesche,183632,66,64,70,71,69,66,69,68,71,62,68.0,67.0
