sofifa_id,short_name,Positions,overall,potential,value_eur,wage_eur,age,height_cm,weak_foot,skill_moves,release_clause_eur,pace,shooting,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
192612,M. Jajalo,Midfielder,73,73,1500000.0,13000.0,33,182,3,3,2700000.0,63.0,64.0,74.0,70.0,76.0,65,58,68,74,64,75,69,70,72,76,60,65,70,70,75,72,71,79,77,71,71,73,58,69,68,68,70,70,67,9,13,6,7,12,0.0
192663,F. Klos,Forward,73,73,1900000.0,22000.0,33,194,4,2,3400000.0,63.0,73.0,61.0,39.0,81.0,46,74,80,69,72,59,56,45,60,67,51,73,41,76,43,78,71,67,91,65,78,29,76,70,80,78,45,32,24,7,11,7,7,13,0.0
193148,V. Le Goff,Defender,73,73,2200000.0,15000.0,31,177,3,3,4400000.0,71.0,61.0,71.0,68.0,69.0,71,60,43,70,52,70,50,47,69,70,72,71,79,67,75,60,66,86,64,68,61,70,69,62,43,68,70,73,70,6,11,7,16,8,0.0
193336,V. Belec,Goalkeeper,73,73,1600000.0,24000.0,31,193,3,1,2900000.0,0.0,0.0,0.0,0.0,0.0,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,49,75,20,59,16,25,21,11,23,23,70,19,10,11,73,72,65,71,74,49.0
193786,F. Bardi,Goalkeeper,73,73,2100000.0,20000.0,29,188,1,1,3600000.0,0.0,0.0,0.0,0.0,0.0,18,10,11,31,17,13,14,19,31,12,51,46,48,72,33,49,75,29,54,18,21,10,11,34,21,68,18,11,10,75,71,65,70,76,49.0
193794,Villalibre,Forward,73,80,6000000.0,20000.0,23,184,3,3,13800000.0,75.0,72.0,68.0,39.0,81.0,46,74,74,68,70,65,60,36,45,73,73,76,72,64,64,81,79,72,91,57,67,31,71,52,73,74,41,32,30,13,15,15,12,14,0.0
193886,D. Didavi,Midfielder,73,73,2500000.0,22000.0,31,180,3,3,4500000.0,58.0,76.0,75.0,49.0,68.0,72,71,58,75,76,75,75,76,70,78,65,53,70,69,73,85,73,59,74,80,65,49,72,71,65,74,36,59,49,12,11,10,14,6,0.0
194665,S. Ilsanker,Defender,73,73,2000000.0,20000.0,32,190,3,2,3400000.0,62.0,53.0,50.0,73.0,81.0,39,45,74,58,44,49,41,33,55,54,45,75,34,71,34,71,56,77,83,60,88,72,52,54,37,65,72,74,76,17,16,15,18,17,0.0
195586,A. Finnbogason,Forward,73,73,2500000.0,22000.0,32,184,4,3,4500000.0,55.0,76.0,72.0,33.0,64.0,37,76,68,70,78,72,56,51,67,74,55,55,64,78,65,76,69,42,75,75,63,20,78,69,85,83,30,32,34,6,15,16,15,11,0.0
199313,A. Bamba,Defender,73,73,2200000.0,17000.0,31,182,3,2,4400000.0,78.0,41.0,65.0,70.0,72.0,68,28,65,69,49,60,58,49,66,70,81,75,76,68,65,50,77,77,71,53,65,70,59,58,38,61,68,72,74,14,13,8,7,8,0.0
199602,J. Guidetti,Forward,73,73,3000000.0,22000.0,29,185,3,4,6600000.0,56.0,75.0,71.0,38.0,71.0,67,73,75,72,76,72,68,77,53,73,54,57,62,73,59,82,68,50,81,72,74,32,73,66,80,75,40,30,26,12,13,14,6,11,0.0
199763,B. Bereszyński,Defender,73,73,2800000.0,15000.0,28,183,3,3,4800000.0,84.0,56.0,69.0,67.0,73.0,67,50,60,68,56,68,60,50,62,70,83,85,73,68,72,64,69,84,68,60,71,67,60,60,50,69,66,69,68,9,8,16,7,15,0.0
199829,Timor,Midfielder,73,73,2100000.0,20000.0,31,185,3,3,4400000.0,41.0,66.0,67.0,68.0,76.0,61,55,59,75,53,68,78,81,74,72,40,41,46,66,58,82,81,71,75,78,81,67,59,73,69,71,68,73,68,8,8,6,16,13,0.0
200469,L. Rupp,Midfielder,73,73,2900000.0,28000.0,30,178,3,3,5800000.0,63.0,66.0,74.0,66.0,64.0,73,63,45,77,63,72,72,60,74,75,65,62,75,73,77,74,64,75,58,67,63,65,66,72,63,74,67,71,69,5,12,7,8,9,0.0
200752,Juan Jesus,Defender,73,73,2500000.0,38000.0,30,185,3,2,4300000.0,71.0,33.0,59.0,75.0,73.0,60,20,73,58,17,58,44,36,56,55,68,73,65,73,58,62,83,65,73,35,80,74,35,34,37,73,74,77,75,12,11,7,8,14,0.0
201049,L. Tonelli,Defender,73,73,2100000.0,32000.0,31,183,3,2,3800000.0,56.0,31.0,59.0,76.0,67.0,40,25,74,54,33,54,38,17,54,58,57,55,67,71,76,52,76,49,68,25,85,74,23,30,35,70,76,77,77,13,11,13,11,6,0.0
201073,N. De Préville,Midfielder,73,73,2900000.0,16000.0,30,178,3,3,5800000.0,74.0,73.0,74.0,37.0,68.0,70,72,66,73,71,73,74,74,69,73,73,74,79,73,74,75,71,74,64,71,70,48,73,72,74,73,32,25,39,8,10,14,11,9,0.0
201368,K. McLean,Midfielder,73,73,3000000.0,29000.0,29,183,3,3,6000000.0,65.0,70.0,72.0,65.0,74.0,56,68,59,76,56,70,66,70,74,75,69,62,74,71,61,78,77,81,71,69,70,66,68,73,71,70,66,67,62,8,14,15,14,9,0.0
201955,M. Haïdara,Defender,73,73,2800000.0,22000.0,28,179,3,3,5600000.0,77.0,51.0,70.0,68.0,78.0,68,42,62,67,37,69,52,58,57,71,75,79,70,69,73,79,81,82,77,45,74,67,56,53,55,70,68,71,70,10,13,14,8,16,0.0
202276,S. Zoller,Forward,73,73,3000000.0,22000.0,30,179,3,3,5400000.0,72.0,74.0,73.0,39.0,65.0,68,77,67,68,72,72,69,55,53,76,75,69,75,72,69,73,64,76,62,69,57,24,76,67,66,71,45,39,25,9,16,10,10,13,0.0
202316,T. Chandler,Midfielder,73,73,2500000.0,22000.0,31,186,3,2,4300000.0,64.0,71.0,70.0,72.0,78.0,78,70,80,75,66,73,70,43,74,74,64,64,53,72,52,78,90,66,82,70,80,68,73,67,51,72,71,74,73,12,7,8,11,12,0.0
203042,J. Butland,Goalkeeper,73,74,2400000.0,31000.0,28,196,4,1,4700000.0,0.0,0.0,0.0,0.0,0.0,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,50,76,40,79,13,40,25,16,40,42,62,23,13,11,73,68,66,74,75,57.0
203280,V. Germain,Forward,73,73,2600000.0,22000.0,31,181,4,3,5200000.0,68.0,74.0,73.0,39.0,66.0,69,74,73,73,74,70,69,69,64,74,66,69,88,76,70,74,84,76,62,72,61,44,75,72,75,69,45,24,18,14,7,11,9,14,0.0
204152,J. Jønsson,Midfielder,73,73,2700000.0,22000.0,28,182,3,2,5900000.0,70.0,56.0,68.0,72.0,75.0,54,54,62,73,46,64,53,48,69,72,69,71,74,67,65,63,78,80,73,60,74,74,55,68,45,69,69,76,72,12,8,6,15,10,0.0
204497,K. Stöger,Midfielder,73,73,3200000.0,20000.0,27,175,3,3,5800000.0,52.0,67.0,77.0,41.0,63.0,74,67,45,77,63,77,68,63,80,77,66,40,77,74,77,69,58,80,60,70,50,49,68,80,50,72,38,38,39,15,12,13,10,12,0.0
205157,Ruiz de Galarreta,Midfielder,73,74,3100000.0,19000.0,27,175,3,3,7100000.0,69.0,59.0,72.0,67.0,70.0,53,56,51,78,61,70,58,45,75,72,68,70,83,66,83,62,47,78,65,64,80,63,63,75,47,72,65,74,72,12,6,13,7,12,0.0
205553,L. Ceppitelli,Defender,73,73,2100000.0,23000.0,31,186,3,2,3600000.0,51.0,33.0,44.0,76.0,70.0,22,35,75,50,37,25,31,18,45,58,49,52,53,68,55,40,78,50,80,25,68,75,22,17,34,69,76,77,75,12,10,10,9,10,0.0
205670,D. Gayle,Forward,73,73,3000000.0,33000.0,30,174,4,3,5700000.0,75.0,74.0,73.0,28.0,60.0,59,75,68,64,70,71,54,71,53,73,76,75,77,74,80,76,73,65,62,71,46,35,77,48,73,73,20,24,14,10,7,16,8,8,0.0
205878,S. Kapino,Goalkeeper,73,76,3000000.0,15000.0,27,196,2,1,5600000.0,0.0,0.0,0.0,0.0,0.0,12,13,12,26,19,14,14,18,27,29,41,42,55,71,45,50,74,38,70,19,23,14,3,45,26,55,24,11,14,74,67,66,72,79,41.0
205943,V. Chiricheș,Defender,73,73,2100000.0,23000.0,31,184,3,2,3600000.0,56.0,62.0,62.0,75.0,66.0,46,56,73,68,70,59,46,25,70,65,53,59,56,72,66,75,69,56,68,69,75,76,36,46,51,67,76,75,73,7,11,10,14,13,0.0
205995,J. Willems,Defender,73,73,2900000.0,18000.0,27,177,4,3,5200000.0,72.0,65.0,73.0,70.0,72.0,80,59,65,70,53,74,78,63,71,75,72,72,65,70,74,78,71,63,78,73,70,68,67,73,46,69,71,71,69,9,14,16,7,10,0.0
206218,P. Nardi,Goalkeeper,73,77,3200000.0,12000.0,27,188,3,1,6600000.0,0.0,0.0,0.0,0.0,0.0,10,10,17,35,10,10,12,10,25,25,54,43,35,69,52,51,61,20,54,10,24,21,10,55,16,35,15,14,10,76,67,68,71,78,50.0
206219,Juan Cruz,Defender,73,73,2800000.0,21000.0,28,180,3,2,5900000.0,75.0,40.0,63.0,69.0,73.0,73,34,63,65,30,58,59,31,58,70,78,73,69,71,56,57,69,79,71,39,71,67,35,45,48,54,70,71,70,14,11,7,11,14,0.0
207537,J. Lukaku,Midfielder,73,73,3300000.0,40000.0,26,177,3,3,5600000.0,85.0,61.0,73.0,68.0,79.0,77,54,62,71,57,75,63,46,66,70,88,83,73,71,78,75,83,72,84,65,74,68,67,62,53,76,64,72,70,8,7,14,15,9,0.0
207593,J. Uronen,Defender,73,74,3300000.0,15000.0,26,177,4,3,6800000.0,72.0,57.0,67.0,69.0,75.0,71,47,59,69,54,67,73,67,68,65,70,74,72,69,72,75,73,89,69,65,72,71,57,67,44,68,69,71,69,7,10,8,10,8,0.0
207650,E. Krafth,Defender,73,74,3300000.0,28000.0,26,184,3,3,6500000.0,66.0,58.0,70.0,72.0,71.0,68,56,65,69,46,69,72,54,73,72,64,68,64,74,66,70,72,72,72,58,68,70,52,60,54,72,73,74,72,8,13,15,14,7,0.0
208144,D. Bessa,Midfielder,73,73,3100000.0,22000.0,28,178,4,4,5300000.0,60.0,69.0,76.0,55.0,48.0,69,64,50,75,64,76,70,69,76,76,68,54,80,72,78,76,52,53,47,76,45,52,71,76,59,73,55,57,55,6,14,12,12,14,0.0
208449,C. Hérelle,Defender,73,74,2900000.0,15000.0,28,188,2,2,6000000.0,57.0,48.0,61.0,74.0,73.0,57,47,78,72,35,58,49,42,69,65,53,61,58,69,61,59,78,69,73,44,76,74,50,45,47,69,71,77,72,15,10,14,12,13,0.0
208861,J. Gastien,Midfielder,73,73,1500000.0,15000.0,33,179,3,2,3000000.0,56.0,63.0,71.0,70.0,78.0,51,65,52,71,48,69,50,61,68,72,54,58,77,63,83,67,70,87,72,62,82,69,67,69,52,67,75,73,69,14,8,8,13,8,0.0
208892,S. Byram,Defender,73,73,2900000.0,25000.0,27,183,3,3,5800000.0,71.0,60.0,71.0,71.0,68.0,70,59,66,70,43,71,55,33,65,70,72,70,72,74,70,66,77,69,66,60,68,70,65,68,50,70,72,71,72,10,9,15,16,13,0.0
209504,B. Hrgota,Forward,73,73,3100000.0,22000.0,28,185,4,3,5600000.0,73.0,73.0,74.0,27.0,65.0,59,74,68,70,71,76,75,53,53,74,77,69,74,69,67,75,70,71,69,73,45,17,74,70,62,66,22,28,17,7,7,11,9,14,0.0
209547,S. Mitrović,Defender,73,73,2100000.0,20000.0,31,189,5,2,4400000.0,33.0,34.0,54.0,74.0,81.0,38,22,75,63,28,51,29,33,65,61,33,33,35,72,38,59,74,75,85,38,82,73,31,43,35,70,75,75,68,9,8,8,15,16,0.0
209618,F. Tardieu,Midfielder,73,73,2600000.0,15000.0,29,184,3,3,5200000.0,56.0,62.0,68.0,69.0,76.0,68,61,65,74,43,67,65,67,71,70,58,54,67,68,73,68,73,92,68,66,76,70,51,71,70,64,69,71,68,15,13,12,8,15,0.0
210489,L. Schaub,Midfielder,73,76,4000000.0,22000.0,26,177,3,3,7500000.0,58.0,67.0,77.0,42.0,67.0,67,69,55,75,60,77,68,62,71,79,64,53,84,65,79,65,71,73,65,66,62,38,68,74,65,68,45,36,41,15,7,14,11,14,0.0
210697,C. Nørgaard,Midfielder,73,75,3300000.0,33000.0,27,187,3,3,6800000.0,62.0,57.0,69.0,73.0,74.0,64,55,69,73,51,67,64,64,72,72,61,62,65,70,69,63,68,76,74,57,72,74,62,64,60,72,76,72,69,11,9,13,14,11,0.0
210802,J. Nilsson,Defender,73,75,3200000.0,18000.0,27,185,2,2,6000000.0,60.0,32.0,55.0,74.0,74.0,40,31,73,67,23,43,28,26,65,63,58,61,66,73,62,45,86,66,77,24,72,71,31,49,28,69,76,77,66,10,8,15,12,12,0.0
211361,D. Cataldi,Midfielder,73,74,3600000.0,40000.0,26,180,3,3,6400000.0,66.0,71.0,73.0,68.0,64.0,70,66,60,79,65,72,79,77,76,77,69,64,71,70,75,80,55,63,61,78,74,71,67,73,52,68,67,69,68,7,10,11,12,9,0.0
211818,K. Möhwald,Midfielder,73,73,3200000.0,24000.0,27,183,2,3,5800000.0,57.0,71.0,74.0,64.0,68.0,79,62,54,76,75,75,80,68,73,75,64,51,66,75,66,85,83,71,67,81,61,60,70,72,46,73,70,70,44,15,13,12,10,8,0.0
211879,J. Haberer,Midfielder,73,74,3500000.0,22000.0,27,186,3,3,6600000.0,61.0,63.0,73.0,62.0,68.0,59,57,54,76,58,73,69,55,72,77,62,60,68,76,57,75,59,77,65,62,67,71,70,74,61,66,59,63,58,14,16,10,15,13,0.0
212214,A. Solari,Midfielder,73,73,3000000.0,19000.0,29,176,4,3,6300000.0,86.0,64.0,74.0,58.0,74.0,67,67,63,71,37,73,75,73,67,71,82,89,87,69,74,65,86,75,74,63,69,65,69,71,57,73,53,55,61,7,15,13,11,7,0.0
212225,E. Roco,Defender,73,74,2900000.0,16000.0,28,192,3,2,6300000.0,33.0,41.0,58.0,75.0,77.0,40,43,77,68,27,53,27,31,62,66,34,33,55,70,37,45,82,70,84,39,66,70,42,49,34,64,75,77,72,13,9,13,13,13,0.0
212244,C. Lenz,Defender,73,75,3500000.0,20000.0,26,180,3,3,6200000.0,71.0,42.0,69.0,72.0,68.0,69,35,59,73,31,67,65,60,62,71,68,74,69,69,72,55,69,70,68,45,65,73,49,55,35,71,74,75,70,13,11,11,10,9,0.0
212772,Ó. Duarte,Defender,73,73,2000000.0,20000.0,32,186,3,2,4200000.0,49.0,47.0,54.0,75.0,76.0,40,48,77,60,46,49,37,32,63,59,46,51,48,67,48,56,74,64,83,40,75,73,35,46,37,68,76,76,72,15,9,7,8,14,0.0
212886,W. Cyprien,Midfielder,73,74,3600000.0,25000.0,26,181,3,4,0.0,72.0,71.0,74.0,73.0,73.0,71,69,64,74,64,73,73,74,72,74,71,73,78,71,74,76,80,68,75,72,74,73,69,74,79,76,72,77,68,8,16,8,11,14,0.0
213063,Róber,Defender,73,78,4000000.0,20000.0,26,182,3,2,8700000.0,57.0,43.0,61.0,75.0,69.0,52,47,69,73,47,56,42,42,70,70,60,54,55,67,61,36,72,60,74,39,69,74,49,52,44,62,77,76,75,13,13,15,16,7,0.0
213414,W. Troost-Ekong,Defender,73,75,3200000.0,36000.0,27,191,3,2,6300000.0,61.0,32.0,44.0,76.0,77.0,37,23,76,55,26,37,25,26,52,50,54,67,32,67,55,53,69,66,84,33,76,75,30,41,40,69,76,76,73,6,15,10,9,7,0.0
213750,K. Sema,Midfielder,73,73,3200000.0,43000.0,27,180,3,3,6100000.0,78.0,66.0,74.0,60.0,68.0,74,63,37,73,61,76,67,72,64,74,76,79,72,70,77,77,49,72,70,68,64,64,70,72,44,62,60,66,59,7,11,10,16,7,0.0
213868,J. Castelletto,Defender,73,75,3300000.0,19000.0,26,185,2,2,6800000.0,73.0,30.0,62.0,74.0,76.0,47,18,75,63,32,57,49,23,57,67,72,73,68,68,49,50,88,79,73,26,77,73,56,43,36,62,72,75,74,12,14,14,14,9,0.0
214462,I. Arboleda,Goalkeeper,73,79,3800000.0,11000.0,25,182,2,1,9100000.0,0.0,0.0,0.0,0.0,0.0,20,16,21,27,20,21,22,17,23,21,61,58,57,71,57,50,68,43,52,14,23,24,13,22,23,50,24,13,15,75,69,66,71,75,60.0
214622,J. Toljan,Defender,73,74,3300000.0,23000.0,26,182,4,3,5900000.0,86.0,42.0,69.0,66.0,67.0,75,39,49,70,41,68,39,32,63,71,85,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,63,72,71,10,13,10,11,12,0.0
214680,G. Gallon,Goalkeeper,73,75,2600000.0,12000.0,28,186,2,1,5400000.0,0.0,0.0,0.0,0.0,0.0,12,14,13,29,16,17,15,19,27,18,40,40,38,65,54,54,59,29,64,15,30,22,15,52,19,56,12,16,13,73,71,72,73,74,40.0
215410,B. Chardonnet,Defender,73,76,3500000.0,15000.0,26,181,3,2,7300000.0,55.0,40.0,57.0,75.0,74.0,45,35,75,65,42,48,38,35,63,65,55,55,57,69,70,49,80,68,78,32,71,72,48,38,69,64,76,76,71,10,14,10,11,13,0.0
215616,Jason,Midfielder,73,73,3300000.0,25000.0,26,178,4,3,6900000.0,72.0,71.0,73.0,49.0,65.0,72,70,62,73,70,74,70,69,66,73,73,72,69,76,67,75,69,67,64,69,63,54,74,72,68,69,43,50,40,9,9,11,11,14,0.0
215651,Samir,Defender,73,75,3300000.0,13000.0,26,188,2,2,6200000.0,60.0,33.0,57.0,75.0,73.0,63,24,70,62,28,57,29,30,57,60,55,64,50,66,40,60,66,66,74,26,79,76,30,47,44,63,73,78,74,11,11,14,11,14,0.0
216067,R. Gagliolo,Defender,73,73,2200000.0,29000.0,31,180,4,2,4000000.0,74.0,51.0,64.0,72.0,71.0,66,44,68,66,40,56,33,22,57,68,75,73,72,71,78,71,87,74,69,57,70,70,36,26,38,71,69,76,75,7,9,12,8,14,0.0
216605,Akapo,Defender,73,73,2800000.0,22000.0,28,179,3,2,6200000.0,84.0,51.0,63.0,69.0,76.0,74,42,62,59,40,59,66,41,62,67,79,88,75,62,60,74,89,79,73,52,77,68,49,50,46,61,73,68,70,7,8,13,13,10,0.0
218311,J. Dossou,Midfielder,73,73,3000000.0,17000.0,29,180,5,3,6000000.0,83.0,66.0,72.0,35.0,63.0,65,72,58,67,56,74,54,37,69,72,81,85,70,71,69,66,81,66,69,58,38,27,73,69,43,60,28,41,35,9,13,15,9,14,0.0
218746,Pozo,Midfielder,73,76,4000000.0,16000.0,25,171,4,3,9100000.0,74.0,72.0,75.0,61.0,58.0,65,75,57,75,69,74,65,64,74,75,77,71,80,67,82,68,54,69,60,73,42,56,72,69,66,72,61,68,55,8,7,8,8,7,0.0
218981,H. Palacios,Defender,73,73,2800000.0,16000.0,28,181,2,3,5900000.0,83.0,35.0,61.0,69.0,80.0,62,27,67,70,59,58,34,34,60,61,84,83,73,68,66,52,64,90,78,25,77,70,54,58,39,55,69,68,70,15,18,16,16,12,0.0
219728,Edgar Méndez,Midfielder,73,73,2500000.0,19000.0,31,187,2,3,5500000.0,74.0,71.0,70.0,43.0,77.0,73,70,69,73,71,72,72,43,68,73,76,73,65,64,51,75,70,72,81,66,74,42,78,70,68,68,35,45,34,13,16,11,6,14,0.0
220348,Iza Carcelén,Defender,73,73,2800000.0,22000.0,28,174,3,3,6200000.0,78.0,59.0,71.0,68.0,70.0,76,47,54,69,56,74,71,78,59,69,79,78,73,59,74,69,56,91,59,69,76,68,69,59,70,62,72,69,68,9,11,11,10,7,0.0
220414,Diego Rico,Defender,73,73,2800000.0,23000.0,28,183,2,3,5900000.0,72.0,57.0,69.0,71.0,74.0,72,45,65,69,53,69,74,69,60,71,71,73,66,71,69,76,73,76,75,68,70,73,64,70,43,65,70,72,70,10,9,15,11,10,0.0
220475,A. Grassi,Midfielder,73,76,4000000.0,25000.0,26,183,3,2,0.0,65.0,63.0,74.0,67.0,62.0,65,58,64,77,60,75,64,58,76,77,67,63,65,72,67,70,56,64,59,67,68,72,69,73,64,66,64,69,63,12,6,15,8,8,0.0
221885,P. Seguin,Midfielder,73,75,3700000.0,20000.0,26,186,3,3,6900000.0,66.0,59.0,71.0,68.0,75.0,59,56,66,77,51,68,52,43,74,77,68,64,69,73,65,65,72,83,75,63,64,69,59,73,48,73,69,67,66,14,11,6,15,8,0.0
222475,M. Thorsby,Midfielder,73,78,4400000.0,15000.0,25,189,3,2,7800000.0,68.0,62.0,71.0,73.0,80.0,62,62,84,73,55,70,56,48,72,73,69,67,65,75,68,65,82,91,74,60,81,72,73,69,49,73,71,75,66,13,14,10,7,13,0.0
222844,Walace,Midfielder,73,75,3400000.0,13000.0,26,188,3,3,6400000.0,65.0,66.0,69.0,68.0,72.0,48,58,60,80,68,69,55,52,73,73,66,64,60,70,66,78,55,66,74,73,79,73,56,70,60,72,70,68,62,10,13,7,14,11,0.0
223139,A. Zedadka,Defender,73,76,3700000.0,15000.0,26,173,3,3,7700000.0,83.0,55.0,74.0,65.0,62.0,75,56,47,60,51,75,54,47,39,75,85,82,78,71,78,59,34,81,59,47,51,63,63,47,57,59,62,73,71,11,12,11,11,7,0.0
223978,Manu García,Midfielder,73,82,7000000.0,8000.0,23,169,4,4,0.0,78.0,69.0,75.0,40.0,56.0,67,66,58,73,74,74,76,65,70,75,79,77,79,75,81,75,39,72,56,70,40,39,70,75,70,65,30,45,40,15,14,12,12,12,0.0
224019,Pedro Chirivella,Midfielder,73,77,4000000.0,16000.0,24,178,3,3,8300000.0,64.0,52.0,72.0,66.0,69.0,63,46,58,77,40,69,57,48,75,77,62,65,75,75,65,65,53,78,65,57,73,67,55,69,51,74,65,69,68,13,14,12,8,14,0.0
224415,Luis Rioja,Midfielder,73,73,3200000.0,19000.0,27,175,4,3,7000000.0,79.0,67.0,75.0,32.0,49.0,73,69,32,70,43,75,67,68,65,74,83,76,85,71,79,75,71,72,40,57,36,27,70,65,69,59,42,26,28,6,9,10,12,14,0.0
224808,G. Ferrari,Defender,73,74,2800000.0,24000.0,29,189,3,2,5000000.0,53.0,27.0,49.0,75.0,79.0,15,30,71,60,15,38,18,23,62,60,60,48,47,72,44,33,77,86,77,18,75,76,22,20,28,68,74,76,73,9,16,6,10,9,0.0
224949,J. Dilrosun,Midfielder,73,79,4800000.0,28000.0,23,174,2,4,0.0,83.0,63.0,79.0,43.0,52.0,70,70,32,69,60,83,60,49,58,78,87,80,85,64,77,72,40,66,54,42,34,42,68,54,55,56,50,44,27,8,15,11,7,11,0.0
225018,F. Andone,Forward,73,73,3100000.0,47000.0,28,180,3,3,0.0,73.0,71.0,73.0,51.0,71.0,62,68,75,65,73,70,58,55,53,75,75,72,75,76,68,75,81,65,68,72,81,51,78,67,74,76,45,54,38,8,6,11,15,6,0.0
225200,Kike Barja,Midfielder,73,79,4800000.0,19000.0,24,178,3,3,11000000.0,76.0,66.0,73.0,34.0,61.0,71,73,59,69,49,75,42,41,68,74,79,73,77,65,62,63,68,69,61,58,47,33,73,72,58,67,35,25,31,6,12,12,15,8,0.0
225204,Raúl Guti,Midfielder,73,80,6000000.0,14000.0,24,177,3,3,13800000.0,68.0,68.0,70.0,67.0,79.0,58,68,60,74,58,67,66,64,72,73,69,68,67,75,74,76,59,88,79,65,73,72,66,73,53,71,66,69,64,8,15,12,11,11,0.0
226414,M. Coco,Midfielder,73,75,3800000.0,20000.0,25,184,3,3,7900000.0,86.0,69.0,72.0,47.0,59.0,71,70,59,75,68,71,59,36,63,71,88,85,83,69,69,72,64,54,65,66,49,50,73,67,59,69,29,59,46,12,6,15,7,7,0.0
226861,S. Thioub,Midfielder,73,74,3600000.0,19000.0,26,179,4,3,7500000.0,78.0,71.0,73.0,30.0,69.0,71,70,54,72,68,75,69,61,63,74,77,79,65,69,76,71,52,71,83,74,36,21,72,66,67,67,42,21,16,8,12,7,16,13,0.0
227503,J. Bruun Larsen,Midfielder,73,80,6000000.0,23000.0,22,183,4,3,11400000.0,85.0,69.0,72.0,55.0,67.0,67,72,58,72,62,72,73,70,67,74,83,87,75,72,68,76,75,58,71,62,68,59,73,66,44,66,56,54,44,14,6,11,11,11,0.0
228332,H. Choudhury,Midfielder,73,77,4000000.0,48000.0,23,178,3,2,7900000.0,64.0,45.0,66.0,74.0,74.0,43,37,64,75,49,63,50,54,66,68,65,64,74,64,71,67,69,70,70,40,88,76,53,59,45,64,75,74,78,9,14,8,10,11,0.0
228349,M. Vojvoda,Defender,73,76,3700000.0,29000.0,26,187,4,2,6600000.0,70.0,50.0,69.0,70.0,70.0,73,39,62,69,47,71,62,58,67,69,71,69,68,71,61,69,65,71,70,58,70,70,62,65,35,68,70,73,72,8,12,10,10,8,0.0
228698,V. Kovalenko,Midfielder,73,76,4000000.0,33000.0,25,182,4,3,0.0,75.0,71.0,73.0,59.0,71.0,71,71,59,74,76,73,75,67,68,75,76,75,74,68,76,70,64,82,72,73,57,62,73,71,68,64,59,59,55,15,12,6,9,11,0.0
228736,W. Faríñez,Goalkeeper,73,77,3500000.0,14000.0,23,180,3,1,7300000.0,0.0,0.0,0.0,0.0,0.0,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,45,25,16,21,70,69,69,74,76,52.0
228805,Raillo,Defender,73,73,2500000.0,20000.0,29,187,3,2,5500000.0,57.0,36.0,54.0,74.0,79.0,29,25,78,73,37,52,42,36,60,61,55,58,33,65,52,54,80,90,70,39,85,73,51,46,43,66,73,74,70,10,15,15,15,14,0.0
228815,T. Roberts,Midfielder,73,80,6000000.0,47000.0,22,180,3,3,12600000.0,75.0,69.0,75.0,38.0,71.0,64,70,65,73,59,75,57,42,65,77,75,75,77,67,74,73,56,76,76,65,57,37,72,73,70,76,31,39,27,12,8,13,9,13,0.0
228946,M. Svanberg,Midfielder,73,80,6000000.0,22000.0,22,185,3,3,11400000.0,77.0,66.0,76.0,62.0,68.0,68,64,32,78,53,76,66,63,76,78,74,79,76,66,67,71,63,72,68,72,65,70,58,75,57,73,62,67,61,7,6,13,8,12,0.0
229071,K. Onisiwo,Forward,73,73,3000000.0,22000.0,29,188,3,3,5400000.0,76.0,69.0,74.0,51.0,79.0,69,71,66,66,69,78,67,56,62,73,74,78,65,74,67,78,55,74,84,62,81,49,74,66,44,71,45,51,58,11,11,10,10,16,0.0
229221,William,Defender,73,76,3700000.0,38000.0,26,171,3,3,6600000.0,72.0,50.0,75.0,70.0,68.0,74,32,50,75,28,75,64,66,64,73,76,69,78,75,84,76,68,70,63,65,76,76,70,54,42,64,71,71,68,7,10,8,7,7,0.0
229636,G. Pereiro,Midfielder,73,75,3800000.0,25000.0,26,188,3,3,6700000.0,70.0,73.0,77.0,40.0,67.0,69,70,74,69,69,78,76,75,68,81,67,72,72,71,56,81,69,64,73,75,57,36,72,72,72,71,38,36,32,7,15,10,10,12,0.0
229667,Josan,Midfielder,73,73,2500000.0,16000.0,31,175,3,4,5300000.0,85.0,69.0,74.0,52.0,55.0,68,75,50,71,59,77,66,55,62,72,85,85,79,65,77,70,75,70,46,56,53,56,70,59,64,62,51,53,50,7,11,6,12,12,0.0
