Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Midfielder,224949,J. Dilrosun,52.0,43.0,64,34,42,68,56,50,44,27,40,54
Forward,225018,F. Andone,71.0,51.0,76,81,51,78,76,45,54,38,81,68
Midfielder,225200,Kike Barja,61.0,34.0,65,47,33,73,67,35,25,31,68,61
Midfielder,226414,M. Coco,59.0,47.0,69,49,50,73,69,29,59,46,64,65
Midfielder,226861,S. Thioub,69.0,30.0,69,36,21,72,67,42,21,16,52,83
Midfielder,227503,J. Bruun Larsen,67.0,55.0,72,68,59,73,66,56,54,44,75,71
Midfielder,228332,H. Choudhury,74.0,74.0,64,88,76,53,64,75,74,78,69,70
Defender,228349,M. Vojvoda,70.0,70.0,71,70,70,62,68,70,73,72,65,70
Midfielder,228698,V. Kovalenko,71.0,59.0,68,57,62,73,64,59,59,55,64,72
Goalkeeper,228736,W. Faríñez,,,67,23,17,15,45,25,16,21,75,51
Defender,228805,Raillo,79.0,74.0,65,85,73,51,66,73,74,70,80,70
Midfielder,228815,T. Roberts,71.0,38.0,67,57,37,72,76,31,39,27,56,76
Midfielder,228946,M. Svanberg,68.0,62.0,66,65,70,58,73,62,67,61,63,68
Forward,229071,K. Onisiwo,79.0,51.0,74,81,49,74,71,45,51,58,55,84
Defender,229221,William,68.0,70.0,75,76,76,70,64,71,71,68,68,63
Midfielder,229636,G. Pereiro,67.0,40.0,71,57,36,72,71,38,36,32,69,73
Midfielder,229667,Josan,55.0,52.0,65,53,56,70,62,51,53,50,75,46
Midfielder,230107,L. Coulibaly,74.0,71.0,70,70,70,68,72,72,72,70,70,74
Defender,230578,M. Diakhaby,75.0,74.0,67,76,73,47,69,72,75,70,78,77
Defender,230918,T. Chalobah,77.0,72.0,71,73,73,47,63,69,74,74,61,82
Defender,231235,K. Amian,79.0,73.0,74,72,72,65,70,73,73,73,79,79
Defender,231292,J. Lewis,69.0,70.0,68,65,69,70,75,70,74,69,68,66
Defender,236822,G. Gudmundsson,70.0,66.0,67,78,66,66,63,67,70,65,70,64
Midfielder,224019,Pedro Chirivella,69.0,66.0,75,73,67,55,74,65,69,68,53,65
Defender,236947,J. Torunarigha,74.0,75.0,61,68,75,50,70,73,76,75,75,78
Forward,237715,P. Cutrone,69.0,29.0,72,62,14,78,72,36,20,18,74,72
Midfielder,245598,I. Baba,78.0,73.0,62,80,75,43,53,67,79,75,59,78
Midfielder,246174,H. Elliott,41.0,30.0,69,32,30,67,70,32,29,21,40,33
Defender,246352,Hugo Guillamón,68.0,75.0,72,70,74,30,58,76,75,74,76,66
Defender,246875,O. Kossounou,78.0,73.0,65,74,71,35,62,72,74,72,74,80
Defender,247019,B. Kouyaté,77.0,73.0,63,70,70,30,59,70,75,73,89,82
Defender,247819,N. Schlotterbeck,75.0,75.0,73,68,75,25,59,76,77,74,67,82
Midfielder,247827,M. Olise,54.0,50.0,69,66,48,65,69,52,56,46,51,41
Defender,248820,Mateu Morey,62.0,68.0,72,75,75,62,63,69,69,73,64,53
Midfielder,251570,R. Cherki,58.0,21.0,67,57,22,69,73,19,23,15,34,63
Forward,251756,R. Nteka,82.0,58.0,68,77,63,72,69,41,65,64,80,86
Forward,251810,B. Brobbey,81.0,30.0,67,69,26,74,74,28,23,24,89,92
Defender,252017,F. Daniliuc,74.0,73.0,71,71,71,49,72,73,75,69,63,81
Defender,252086,Son,72.0,67.0,68,63,70,66,70,66,68,68,63,72
Defender,252327,Manu Sánchez,62.0,71.0,68,65,72,56,62,67,75,73,62,54
Forward,252590,Fer Niño,69.0,35.0,74,52,31,76,57,30,31,28,73,74
Defender,253149,J. Frimpong,68.0,64.0,67,70,58,62,67,65,71,70,71,62
Forward,253444,A. Kalimuendo,65.0,29.0,69,60,23,74,69,32,21,17,59,71
Defender,255523,Y. Maçon,69.0,67.0,69,70,67,64,68,66,70,70,61,66
Midfielder,257889,K. Jakić,82.0,70.0,71,83,70,53,65,69,72,70,64,81
Goalkeeper,258390,I. Grbić,,,69,26,12,9,30,11,13,12,38,59
Midfielder,258602,Jon Morcillo,59.0,37.0,60,43,30,63,69,28,42,34,68,63
Midfielder,259233,I. Moriba,65.0,64.0,71,58,66,67,70,59,70,64,59,64
Midfielder,259377,Yeremy Pino,46.0,31.0,68,51,29,70,56,31,28,28,38,32
Forward,245228,F. Krüger,70.0,22.0,72,63,14,76,65,22,15,23,65,72
Forward,244675,Sancet,55.0,51.0,73,40,59,77,72,40,53,46,53,60
Defender,243976,Catena,78.0,74.0,69,74,72,33,65,75,75,74,77,78
Defender,241159,M. Guéhi,72.0,74.0,73,67,74,33,63,76,75,72,73,77
Defender,237985,K. Danso,76.0,72.0,66,79,65,33,65,70,76,73,81,85
Midfielder,238126,Guridi,57.0,61.0,73,48,71,69,71,53,71,53,48,54
Forward,239025,I. Niane,62.0,20.0,67,36,13,74,67,13,14,16,73,70
Midfielder,239356,A. Matusiwa,80.0,72.0,71,84,78,52,66,70,76,72,86,76
Midfielder,239452,I. Diallo,72.0,71.0,68,78,74,57,67,72,71,69,62,67
Midfielder,239712,M. Okugawa,42.0,38.0,69,33,39,68,73,45,29,24,43,32
Midfielder,239744,M. Cuisance,62.0,53.0,69,57,48,63,62,49,61,55,59,64
Midfielder,239970,Paulinho,61.0,36.0,66,45,41,67,73,29,37,32,67,70
Forward,240452,M. Nzola,75.0,29.0,69,58,29,74,71,20,24,28,71,86
Defender,240926,N. Phillips,78.0,73.0,69,80,69,28,62,74,75,70,78,82
Midfielder,241390,E. Elmas,67.0,61.0,70,77,55,66,70,56,69,62,49,64
Midfielder,243593,A. Laurienté,45.0,33.0,64,47,24,70,69,27,38,42,57,33
Midfielder,241463,Dani Raba,58.0,38.0,65,50,40,74,65,38,36,38,49,63
Forward,241821,M. Bayo,60.0,25.0,74,38,23,75,72,24,19,16,59,68
Midfielder,241856,Manu Morlanes,64.0,68.0,73,66,69,60,68,70,70,68,63,63
Midfielder,241925,C. Führich,61.0,54.0,72,58,43,68,62,56,59,55,66,53
Midfielder,241928,A. Sambi Lokonga,69.0,67.0,66,70,76,63,78,58,71,68,71,63
Midfielder,241937,A. Harroui,76.0,67.0,71,68,68,68,72,67,71,66,76,73
Defender,242000,K. Mavropanos,78.0,74.0,68,80,75,30,55,72,76,73,66,86
Midfielder,242434,C. Jones,70.0,63.0,71,70,65,67,77,64,66,58,57,66
Defender,242641,R. Aït Nouri,51.0,70.0,67,65,69,58,58,68,74,72,57,38
Forward,243315,Dani Gómez,63.0,37.0,68,38,31,75,72,38,32,35,64,71
Midfielder,224415,Luis Rioja,49.0,32.0,71,36,27,70,59,42,26,28,71,40
Midfielder,201073,N. De Préville,68.0,37.0,73,70,48,73,73,32,25,39,71,64
Midfielder,223978,Manu García,56.0,40.0,75,40,39,70,65,30,45,40,39,56
Defender,191648,M. Yoshida,71.0,74.0,72,66,73,42,68,73,77,74,82,75
Forward,192445,D. Ginczek,75.0,38.0,74,77,29,75,71,30,45,19,64,87
Midfielder,192612,M. Jajalo,76.0,70.0,70,71,73,58,68,70,70,67,71,77
Forward,192663,F. Klos,81.0,39.0,76,78,29,76,78,45,32,24,71,91
Defender,193148,V. Le Goff,69.0,68.0,67,61,70,69,68,70,73,70,66,64
Goalkeeper,193336,V. Belec,,,67,25,21,11,70,19,10,11,75,59
Goalkeeper,193786,F. Bardi,,,72,21,10,11,68,18,11,10,75,54
Forward,193794,Villalibre,81.0,39.0,64,67,31,71,74,41,32,30,79,91
Midfielder,193886,D. Didavi,68.0,49.0,69,65,49,72,74,36,59,49,73,74
Defender,194665,S. Ilsanker,81.0,73.0,71,88,72,52,65,72,74,76,56,83
Forward,195586,A. Finnbogason,64.0,33.0,78,63,20,78,83,30,32,34,69,75
Defender,199313,A. Bamba,72.0,70.0,68,65,70,59,61,68,72,74,77,71
Forward,199602,J. Guidetti,71.0,38.0,73,74,32,73,75,40,30,26,68,81
Defender,199763,B. Bereszyński,73.0,67.0,68,71,67,60,69,66,69,68,69,68
Midfielder,199829,Timor,76.0,68.0,66,81,67,59,71,68,73,68,81,75
Midfielder,200469,L. Rupp,64.0,66.0,73,63,65,66,74,67,71,69,64,58
Defender,200752,Juan Jesus,73.0,75.0,73,80,74,35,73,74,77,75,83,73
Defender,201049,L. Tonelli,67.0,76.0,71,85,74,23,70,76,77,77,76,68
Midfielder,201368,K. McLean,74.0,65.0,71,70,66,68,70,66,67,62,77,71
Defender,201955,M. Haïdara,78.0,68.0,69,74,67,56,70,68,71,70,81,77
Forward,202276,S. Zoller,65.0,39.0,72,57,24,76,71,45,39,25,64,62
Midfielder,202316,T. Chandler,78.0,72.0,72,80,68,73,72,71,74,73,90,82
Goalkeeper,203042,J. Butland,,,73,40,25,16,62,23,13,11,76,79
Forward,203280,V. Germain,66.0,39.0,76,61,44,75,69,45,24,18,84,62
Defender,192227,S. Mustafi,77.0,73.0,68,87,75,49,62,71,72,72,81,78
Defender,191210,S. Corchia,62.0,72.0,71,70,74,71,63,74,73,72,70,56
Midfielder,204497,K. Stöger,63.0,41.0,74,50,49,68,72,38,38,39,58,60
Defender,191055,Dídac Vilà,74.0,71.0,72,82,71,68,69,71,71,71,74,72
Defender,223139,A. Zedadka,62.0,65.0,71,51,63,63,59,62,73,71,34,59
Goalkeeper,150477,R. Salin,,,72,45,26,16,60,20,13,16,64,67
Midfielder,152747,A. Lennon,56.0,48.0,73,55,50,72,73,54,50,43,60,53
Goalkeeper,156437,P. Pentke,,,66,38,15,12,67,17,22,13,67,79
Midfielder,161805,V. Behrami,73.0,72.0,68,90,73,66,75,71,74,73,68,71
Goalkeeper,162297,D. Padelli,,,70,12,13,10,69,8,12,12,65,45
Midfielder,166074,Bebé,84.0,41.0,65,75,33,72,71,62,28,20,75,91
Defender,169115,A. Masiello,71.0,75.0,78,77,76,30,78,76,75,72,76,69
Defender,169426,Barragán,73.0,71.0,68,74,72,66,62,68,72,72,69,72
Goalkeeper,173178,Manolo Reina,,,72,35,23,9,50,17,11,12,66,65
Goalkeeper,177475,T. Sippel,,,72,36,15,16,41,12,15,12,64,65
Goalkeeper,177644,Kiko Casilla,,,71,45,20,12,60,26,15,11,69,71
Goalkeeper,180739,E. Kawashima,,,70,16,19,11,44,10,13,12,69,60
Defender,182179,S. De Maio,77.0,75.0,67,74,76,19,76,77,75,73,81,89
Midfielder,182184,D. Stephens,71.0,71.0,72,78,74,66,75,68,74,67,82,70
Defender,182888,H. Nordtveit,72.0,74.0,73,72,73,57,68,73,75,72,69,77
Goalkeeper,183497,O. Karnezis,,,65,18,23,10,52,20,15,24,63,66
Forward,186146,D. Welbeck,66.0,42.0,70,75,32,74,75,43,38,33,79,70
Defender,190034,T. Kolodziejczak,77.0,73.0,70,74,73,62,65,73,73,73,82,81
Defender,190520,T. Jantschke,71.0,75.0,77,70,79,52,79,75,74,74,83,72
Defender,190666,M. Gulde,71.0,74.0,73,68,74,45,70,75,75,74,81,75
Midfielder,190761,T. Arslan,67.0,69.0,66,79,74,66,75,65,74,67,55,65
Midfielder,191053,T. Rincón,75.0,73.0,74,82,76,66,74,72,78,74,91,69
Midfielder,204152,J. Jønsson,75.0,72.0,67,74,74,55,69,69,76,72,78,73
Midfielder,183287,F. Lemoine,75.0,71.0,64,79,71,59,70,73,73,69,84,69
Midfielder,205157,Ruiz de Galarreta,70.0,67.0,66,80,63,63,72,65,74,72,47,65
Defender,212244,C. Lenz,68.0,72.0,69,65,73,49,71,74,75,70,69,68
Midfielder,212886,W. Cyprien,73.0,73.0,71,74,73,69,76,72,77,68,80,75
Defender,213063,Róber,69.0,75.0,67,69,74,49,62,77,76,75,72,74
Defender,213414,W. Troost-Ekong,77.0,76.0,67,76,75,30,69,76,76,73,69,84
Midfielder,213750,K. Sema,68.0,60.0,70,64,64,70,62,60,66,59,49,70
Defender,213868,J. Castelletto,76.0,74.0,68,77,73,56,62,72,75,74,88,73
Goalkeeper,214462,I. Arboleda,,,71,23,24,13,50,24,13,15,68,52
Defender,214622,J. Toljan,67.0,66.0,67,62,68,56,58,63,72,71,80,65
Goalkeeper,214680,G. Gallon,,,65,30,22,15,56,12,16,13,59,64
Defender,215410,B. Chardonnet,74.0,75.0,69,71,72,48,64,76,76,71,80,78
Midfielder,215616,Jason,65.0,49.0,76,63,54,74,69,43,50,40,69,64
Defender,215651,Samir,73.0,75.0,66,79,76,30,63,73,78,74,66,74
Defender,216067,R. Gagliolo,71.0,72.0,71,70,70,36,71,69,76,75,87,69
Defender,216605,Akapo,76.0,69.0,62,77,68,49,61,73,68,70,89,73
Midfielder,218311,J. Dossou,63.0,35.0,71,38,27,73,60,28,41,35,81,69
Defender,218981,H. Palacios,80.0,69.0,68,77,70,54,55,69,68,70,64,78
Midfielder,219728,Edgar Méndez,77.0,43.0,64,74,42,78,68,35,45,34,70,81
Defender,220348,Iza Carcelén,70.0,68.0,59,76,68,69,62,72,69,68,56,59
Defender,220414,Diego Rico,74.0,71.0,71,70,73,64,65,70,72,70,73,75
Midfielder,220475,A. Grassi,62.0,67.0,72,68,72,69,66,64,69,63,56,59
Midfielder,221885,P. Seguin,75.0,68.0,73,64,69,59,73,69,67,66,72,75
Midfielder,222475,M. Thorsby,80.0,73.0,75,81,72,73,73,71,75,66,82,74
Midfielder,222844,Walace,72.0,68.0,70,79,73,56,72,70,68,62,55,74
Defender,205553,L. Ceppitelli,70.0,76.0,68,68,75,22,69,76,77,75,78,80
Defender,212772,Ó. Duarte,76.0,75.0,67,75,73,35,68,76,76,72,74,83
Midfielder,218746,Pozo,58.0,61.0,67,42,56,72,72,61,68,55,54,60
Defender,212225,E. Roco,77.0,75.0,70,66,70,42,64,75,77,72,82,84
Midfielder,208861,J. Gastien,78.0,70.0,63,82,69,67,67,75,73,69,70,72
Forward,205670,D. Gayle,60.0,28.0,74,46,35,77,73,20,24,14,73,62
Midfielder,212214,A. Solari,74.0,58.0,69,69,65,69,73,53,55,61,86,74
Goalkeeper,205878,S. Kapino,,,71,23,14,3,55,24,11,14,74,70
Defender,205943,V. Chiricheș,66.0,75.0,72,75,76,36,67,76,75,73,69,68
Defender,205995,J. Willems,72.0,70.0,70,70,68,67,69,71,71,69,71,78
Goalkeeper,206218,P. Nardi,,,69,24,21,10,35,15,14,10,61,54
Midfielder,207537,J. Lukaku,79.0,68.0,71,74,68,67,76,64,72,70,83,84
Defender,207593,J. Uronen,75.0,69.0,69,72,71,57,68,69,71,69,73,69
Defender,207650,E. Krafth,71.0,72.0,74,68,70,52,72,73,74,72,72,72
Midfielder,208144,D. Bessa,48.0,55.0,72,45,52,71,73,55,57,55,52,47
Defender,208449,C. Hérelle,73.0,74.0,69,76,74,50,69,71,77,72,78,73
Defender,206219,Juan Cruz,73.0,69.0,71,71,67,35,54,70,71,70,69,71
Defender,208892,S. Byram,68.0,71.0,74,68,70,65,70,72,71,72,77,66
Midfielder,210489,L. Schaub,67.0,42.0,65,62,38,68,68,45,36,41,71,65
Forward,209504,B. Hrgota,65.0,27.0,69,45,17,74,66,22,28,17,70,69
Midfielder,211879,J. Haberer,68.0,62.0,76,67,71,70,66,59,63,58,59,65
Midfielder,211361,D. Cataldi,64.0,68.0,70,74,71,67,68,67,69,68,55,61
Defender,210802,J. Nilsson,74.0,74.0,73,72,71,31,69,76,77,66,86,77
Midfielder,210697,C. Nørgaard,74.0,73.0,70,72,74,62,72,76,72,69,68,74
Midfielder,209618,F. Tardieu,76.0,69.0,68,76,70,51,64,69,71,68,73,68
Defender,209547,S. Mitrović,81.0,74.0,72,82,73,31,70,75,75,68,74,85
Midfielder,211818,K. Möhwald,68.0,64.0,75,61,60,70,73,70,70,44,83,67
Midfielder,231089,I. Sissoko,84.0,71.0,73,77,72,67,68,69,73,69,68,89
Midfielder,233075,Garrido,88.0,71.0,62,87,75,50,65,70,75,69,47,92
Midfielder,231041,C. Ninga,77.0,27.0,67,67,24,70,65,21,25,23,79,77
Defender,231588,Joan Sastre,64.0,69.0,65,58,67,49,62,68,72,71,57,64
Defender,230681,G. Pezzella,74.0,67.0,69,72,64,59,60,65,71,70,57,77
Defender,231874,J. Horn,68.0,68.0,69,68,68,46,60,64,73,69,70,68
Forward,232225,J. Serra,77.0,37.0,65,60,23,76,55,35,38,33,60,89
Defender,234843,M. Leitsch,71.0,73.0,69,66,73,44,67,74,75,72,63,74
Midfielder,234457,O. Etebo,81.0,71.0,73,80,68,65,68,72,73,72,85,77
Defender,234514,O. El Hajjam,74.0,73.0,69,71,72,63,69,74,74,72,62,73
Defender,234791,Luan Peres,70.0,74.0,66,57,71,35,56,74,75,78,77,77
Forward,235161,J. Maja,58.0,28.0,74,38,14,74,74,33,22,23,56,65
Midfielder,235432,M. Munetsi,75.0,70.0,66,65,69,56,60,68,73,71,65,80
Midfielder,230564,M. Gaćinović,63.0,63.0,76,68,70,67,64,63,64,65,64,53
Midfielder,235834,F. Depaoli,57.0,69.0,74,64,68,65,65,67,72,73,35,52
Defender,235553,Y. Salmier,80.0,72.0,65,71,70,29,62,72,75,66,73,88
Defender,230672,Lyanco,69.0,72.0,67,78,71,31,62,70,76,72,70,74
Defender,228290,J. Laporte,80.0,72.0,65,70,70,29,53,74,73,70,87,83
Defender,230074,E. Kwateng,66.0,71.0,68,64,73,47,68,68,74,72,66,64
Forward,229624,Sergi Guardiola,78.0,30.0,55,75,28,79,65,32,19,18,73,81
Midfielder,224013,Sergi Canós,68.0,54.0,69,75,52,71,62,52,58,50,62,68
Defender,236723,F. Ballo-Touré,72.0,66.0,65,74,65,64,63,66,70,68,62,71
Midfielder,224368,M. Doumbia,63.0,38.0,67,48,28,68,63,43,37,44,71,63
Forward,224508,L. Mancuso,68.0,34.0,72,50,36,76,71,40,22,20,70,67
Forward,224967,M. Sylla,72.0,37.0,68,59,36,73,68,21,42,37,79,74
Defender,225669,K. Ehizibue,76.0,66.0,67,77,65,62,65,62,68,69,73,76
Midfielder,226356,M. Fares,68.0,67.0,70,72,66,69,65,65,71,72,55,68
Midfielder,228595,G. Prömel,77.0,71.0,72,78,72,63,68,67,77,74,67,73
Midfielder,228614,G. Holtmann,59.0,57.0,67,34,58,66,58,60,59,50,45,66
Goalkeeper,228616,D. Bertaud,,,67,30,25,12,48,14,17,21,65,65
Defender,228681,F. Sierralta,76.0,70.0,71,79,72,24,52,73,67,70,80,85
Defender,228716,Kevin,67.0,68.0,65,69,67,61,57,63,73,74,66,65
Midfielder,228908,J. Berthomier,65.0,51.0,68,69,57,63,76,42,51,53,86,56
Defender,229266,J. Rodon,72.0,74.0,73,65,80,23,61,72,74,71,66,77
Goalkeeper,229542,A. Desmas,,,62,20,14,9,31,14,17,11,32,60
Goalkeeper,236033,Dani Cárdenas,,,72,21,6,5,42,13,13,12,69,52
Defender,255891,B. Šutalo,67.0,75.0,75,68,81,28,57,78,75,68,65,69
Midfielder,237161,S. Longstaff,64.0,64.0,74,54,70,68,71,64,66,58,61,65
Midfielder,237540,P. Förster,77.0,59.0,74,70,58,74,68,65,60,52,58,76
Midfielder,251191,J. Allevinah,51.0,28.0,67,48,23,68,66,28,27,26,52,47
Defender,251325,M. Meyerhöfer,71.0,67.0,67,66,69,43,59,67,69,68,55,66
Midfielder,252909,Antonio Sánchez,72.0,55.0,63,62,56,65,72,53,57,55,46,75
Defender,254548,M. Bard,70.0,67.0,68,72,68,61,66,66,72,69,67,68
Midfielder,256035,K. Sulemana,63.0,28.0,62,52,26,67,71,30,25,25,78,61
Midfielder,257025,K. de la Fuente,49.0,19.0,60,31,13,66,54,15,22,17,51,57
Defender,257204,S. Diomande,74.0,71.0,69,70,73,39,72,72,70,65,91,78
Goalkeeper,258585,I. Pandur,,,72,21,6,7,48,9,10,14,50,44
Midfielder,258615,Zarraga,67.0,59.0,68,45,65,67,66,49,71,45,73,71
Midfielder,258683,I. Ilić,66.0,62.0,63,65,64,61,67,60,67,63,61,65
Defender,258782,A. Ismajli,66.0,74.0,71,71,76,24,67,75,75,73,68,65
Defender,258946,M. Lovato,70.0,74.0,70,67,74,30,53,75,76,73,72,78
Goalkeeper,259166,E. Green,,,67,23,7,4,35,9,13,11,37,74
Goalkeeper,263139,D. Greif,,,66,16,14,7,32,8,11,11,40,60
Defender,223033,Jorge Meré,73.0,73.0,68,73,74,25,63,72,73,71,81,74
Midfielder,248573,J. Dina Ebimbe,75.0,66.0,70,69,72,64,66,65,69,56,75,75
Midfielder,247500,Edgar,78.0,72.0,68,82,73,52,65,69,74,70,59,77
Defender,247182,Tuta,72.0,72.0,71,72,72,39,69,72,74,71,70,75
Midfielder,240193,E. Rexhbeçaj,68.0,64.0,71,74,60,70,65,65,67,64,58,60
Defender,239136,N. Cozza,71.0,73.0,69,72,74,49,63,73,74,71,77,70
Defender,239550,A. Gravillon,75.0,72.0,68,70,72,24,65,70,73,72,78,86
Midfielder,239671,Tete Morente,68.0,43.0,63,63,45,63,65,49,35,28,64,68
Midfielder,240017,A. Olsen,66.0,35.0,64,62,24,74,68,36,34,24,69,67
Midfielder,240095,L. Štulac,70.0,69.0,66,67,72,70,66,68,72,69,64,69
Defender,240100,T. Augello,61.0,67.0,66,62,70,65,62,67,68,67,67,51
Midfielder,240916,D. Ljubicic,75.0,70.0,69,71,70,57,62,69,72,70,74,71
Midfielder,246929,Gerson Rodrigues,81.0,44.0,72,71,44,70,64,38,46,31,61,90
Defender,244068,K. Schlotterbeck,72.0,74.0,70,66,71,24,68,73,78,70,62,79
Midfielder,244280,A. Fein,74.0,67.0,69,64,66,57,71,63,72,68,66,76
Midfielder,245253,L. Barreiro Martins,61.0,69.0,72,65,74,60,64,70,72,67,83,43
Midfielder,245992,B. Gilmour,55.0,68.0,75,68,70,58,69,68,73,64,58,44
Defender,246284,Óscar Gil,72.0,66.0,68,76,67,65,60,67,67,67,66,66
Defender,246606,Fran García,60.0,65.0,62,63,68,60,64,60,69,68,61,53
Defender,223641,T. Baumgartl,75.0,72.0,67,70,71,32,62,72,73,72,72,83
Defender,211385,R. Durmisi,65.0,69.0,66,80,67,60,64,68,70,70,78,55
Midfielder,222553,S. Griesbeck,83.0,73.0,68,84,71,46,65,75,73,75,55,83
Goalkeeper,189061,S. Burchert,,,65,32,18,14,36,18,14,14,63,65
Defender,189576,Ramalho,73.0,71.0,69,72,71,39,66,69,72,73,85,76
Defender,189680,Fábio,67.0,70.0,71,81,71,68,73,71,70,71,76,63
Forward,190738,H. Nielsen,75.0,42.0,72,66,43,73,71,43,36,33,72,77
Goalkeeper,192317,J. Steer,,,67,22,22,16,30,12,12,11,56,61
Defender,192622,S. Duffy,79.0,72.0,62,83,72,58,57,68,73,71,87,84
Defender,192725,M. Le Marchand,71.0,72.0,69,71,72,27,74,71,72,71,77,74
Midfielder,193062,M. Zeegelaar,72.0,73.0,74,71,73,74,68,74,76,71,61,74
Midfielder,193337,J. Obi,75.0,74.0,76,77,77,71,74,73,79,70,80,76
Midfielder,194020,Pelé,79.0,70.0,70,77,67,60,74,72,72,66,71,80
Defender,196801,Mexer,73.0,73.0,67,76,72,43,70,72,74,70,76,76
Defender,197688,Gabriel Silva,67.0,69.0,72,70,68,69,68,67,73,72,72,63
Midfielder,197813,J. Martin,67.0,66.0,70,70,62,66,70,66,72,68,63,69
Defender,198553,C. Gamboa,71.0,67.0,69,80,68,65,64,68,69,67,90,65
Forward,199274,I. Nestorovski,74.0,35.0,71,69,27,78,68,41,27,26,72,76
Midfielder,199288,A. Losilla,76.0,70.0,72,67,71,41,75,70,70,65,81,75
Goalkeeper,189342,C. Pinsoglio,,,62,32,18,11,64,20,12,13,71,60
Defender,189043,D. Brosinski,67.0,68.0,72,71,67,66,67,73,65,70,76,62
Midfielder,199897,N. Höfler,72.0,70.0,73,68,75,49,73,70,70,68,84,71
Goalkeeper,185172,V. Fiorillo,,,70,11,15,10,62,20,10,10,71,61
Forward,134779,J. Briand,70.0,46.0,75,70,42,75,75,42,46,40,75,74
Goalkeeper,222464,Sivera,,,67,25,24,16,53,13,17,12,69,62
Goalkeeper,149258,A. Cordaz,,,72,22,7,8,69,12,10,10,32,54
Forward,169216,S. Long,67.0,36.0,74,80,42,76,67,31,27,24,92,64
Midfielder,171018,Mario Suárez,75.0,68.0,70,74,70,64,74,64,71,70,58,82
Defender,172316,Coke,65.0,73.0,67,75,73,69,66,74,70,70,80,62
Defender,176285,W. Reid,68.0,73.0,71,78,73,42,55,70,74,74,71,81
Midfielder,178628,F. Forestieri,64.0,48.0,66,71,42,71,73,50,49,36,84,62
Defender,180706,C. Cathcart,71.0,74.0,72,73,73,33,71,77,73,72,67,77
Forward,182212,A. Modeste,77.0,35.0,76,75,15,73,74,42,31,19,85,86
Defender,183280,A. Rami,77.0,71.0,70,77,71,24,73,72,71,70,70,88
Defender,183491,Zanka,79.0,72.0,67,84,70,43,67,71,75,70,72,83
Midfielder,183632,R. Tesche,71.0,71.0,71,68,73,68,70,70,72,68,81,70
Defender,183916,J. Pied,66.0,72.0,68,73,73,69,69,73,73,71,68,66
Midfielder,184749,D. Gosling,67.0,70.0,74,73,71,70,76,70,70,68,64,65
Forward,199439,M. Gregoritsch,71.0,41.0,75,58,33,72,68,36,40,38,34,81
Defender,139860,J. Morel,71.0,74.0,67,82,75,50,72,76,70,72,84,71
Goalkeeper,200212,M. Esser,,,70,40,30,6,53,20,15,16,67,82
Goalkeeper,216325,A. Gunn,,,67,28,22,14,49,20,16,14,64,66
Midfielder,211891,A. Voglsammer,79.0,38.0,73,82,31,72,69,39,34,23,82,84
Midfielder,213134,L. Öztunalı,68.0,48.0,72,57,54,71,69,43,48,49,66,73
Defender,213938,D. Biraschi,64.0,75.0,72,67,74,47,64,76,78,75,72,68
Defender,215565,M. Miazga,77.0,73.0,70,75,75,27,71,72,72,70,63,83
Defender,215569,Unai García,75.0,73.0,60,67,73,39,63,68,77,74,87,74
Defender,215604,C. Brunner,69.0,71.0,68,65,73,53,63,73,73,66,79,67
Forward,217731,Sandro,62.0,30.0,73,62,33,77,65,25,25,24,67,66
Midfielder,211354,M. Benassi,66.0,70.0,72,74,70,74,72,68,72,70,66,70
Midfielder,219571,Camarasa,72.0,68.0,72,70,70,71,70,70,70,68,72,73
Defender,219680,C. Hountondji,72.0,73.0,69,69,74,25,68,73,75,70,43,84
Defender,219688,Marcos Mauro,72.0,73.0,64,70,68,35,52,73,76,73,70,76
Midfielder,219984,M. Aramu,60.0,52.0,68,50,48,74,70,56,52,48,55,59
Midfielder,221797,E. Thommy,50.0,33.0,66,37,27,66,62,28,37,31,51,51
Defender,200408,B. Gibson,68.0,73.0,72,68,73,32,55,73,74,72,76,76
Defender,211826,R. Czichos,75.0,72.0,64,72,71,43,69,70,75,72,73,81
Midfielder,221860,C. Gruezo,73.0,68.0,69,86,69,55,65,68,71,73,69,69
Midfielder,210868,José Mari,73.0,68.0,71,76,73,58,60,64,74,66,79,73
Defender,206222,Bigas,73.0,72.0,69,82,72,61,67,74,73,68,78,73
Midfielder,202135,S. Sturaro,75.0,75.0,68,86,74,73,73,76,77,76,65,75
Defender,202151,K. Stafylidis,69.0,70.0,67,85,65,41,68,73,74,74,70,64
Forward,203889,Y. Touzghar,69.0,24.0,64,55,18,73,72,18,20,21,84,75
Midfielder,204233,C. Musonda,37.0,24.0,62,32,21,67,66,24,20,22,31,35
Midfielder,204830,Vadillo,55.0,34.0,67,55,39,68,67,35,26,25,69,50
Midfielder,206085,J. Murphy,63.0,61.0,68,56,62,68,65,63,66,54,50,61
Defender,205934,N. Murru,67.0,70.0,69,72,70,53,69,70,72,71,73,61
Midfielder,206463,J. Dudziak,66.0,65.0,66,71,68,66,71,64,68,67,78,58
Midfielder,206506,T. Dingomé,68.0,66.0,70,70,69,67,71,67,68,66,49,66
