sofifa_id,player_url,short_name,long_name,Positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
237629,https://sofifa.com/player/237629/arne-maier/220002,A. Maier,Arne Maier,Midfielder,74,82,9500000.0,31000.0,22,1999-01-08,186,79,100409.0,FC Augsburg,German 1. Bundesliga,1.0,RDM,10.0,Hertha BSC,,2022.0,21,Germany,,,,Right,3,3,1,Medium/Medium,Normal (185+),Yes,,,,69.0,57.0,71.0,75.0,68.0,71.0,64,54,40,78,39,75,49,44,75,77,66,71,68,73,72,70,56,76,76,60,54,70,66,73,38,74,71,73,65,14,10,10,8,7,,65+2,65+2,65+2,70,70,70,70,70,72+2,72+2,72+2,71+2,74+2,74+2,74+2,71+2,71+2,73+2,73+2,73+2,71+2,70+2,67+2,67+2,67+2,70+2,17+2,https://cdn.sofifa.net/players/237/629/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
237679,https://sofifa.com/player/237679/randal-kolo-muani/220002,R. Kolo Muani,Randal Kolo Muani,Forward,74,82,9500000.0,21000.0,22,1998-12-05,187,73,71.0,FC Nantes,French Ligue 1,1.0,LS,23.0,,2017-07-01,2022.0,18,France,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,20900000.0,,,82.0,69.0,60.0,77.0,31.0,61.0,37,72,75,73,64,81,62,54,62,78,84,81,78,70,52,71,73,67,69,63,31,22,74,60,62,69,28,24,31,7,14,15,8,5,,74+2,74+2,74+2,72,74,74,74,72,73+2,73+2,73+2,71+2,65+2,65+2,65+2,71+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,16+2,https://cdn.sofifa.net/players/237/679/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
237995,https://sofifa.com/player/237995/diego-lainez/220002,D. Lainez,Diego Lainez Leyva,Midfielder,74,83,9500000.0,15000.0,21,2000-06-09,168,58,449.0,Real Betis Balompié,Spain Primera Division,1.0,SUB,20.0,,2019-01-10,2024.0,83,Mexico,,,,Left,3,4,1,High/Medium,Normal (170-),No,21900000.0,,"Injury Prone, Technical Dribbler (AI)",78.0,64.0,70.0,80.0,49.0,55.0,72,64,48,75,64,81,67,50,64,77,85,73,89,67,91,61,59,61,49,65,61,39,71,67,66,74,50,54,51,14,13,14,7,9,,67+2,67+2,67+2,74,72,72,72,74,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,63+2,60+2,60+2,60+2,63+2,60+2,54+2,54+2,54+2,60+2,17+2,https://cdn.sofifa.net/players/237/995/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/mx.png
238068,https://sofifa.com/player/238068/marco-richter/220002,M. Richter,Marco Richter,Midfielder,74,78,6000000.0,31000.0,23,1997-11-24,176,74,166.0,Hertha BSC,German 1. Bundesliga,1.0,RW,23.0,,2021-08-09,2025.0,21,Germany,,,,Right,4,3,1,Medium/Medium,Normal (170-185),Yes,10700000.0,,"Long Shot Taker (AI), Speed Dribbler (AI)",76.0,70.0,65.0,77.0,27.0,61.0,68,70,58,69,63,78,60,37,56,76,86,68,80,75,78,75,66,71,63,68,41,22,74,69,56,62,21,25,26,12,13,7,5,10,,71+2,71+2,71+2,74,73,73,73,74,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,54+2,49+2,49+2,49+2,54+2,50+2,41+2,41+2,41+2,50+2,17+2,https://cdn.sofifa.net/players/238/068/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
238216,https://sofifa.com/player/238216/conor-gallagher/220002,C. Gallagher,Conor Gallagher,Midfielder,74,82,9500000.0,53000.0,21,2000-02-06,182,74,1799.0,Crystal Palace,English Premier League,1.0,LCM,23.0,Chelsea,,2022.0,14,England,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,,,,71.0,69.0,70.0,73.0,61.0,66.0,64,68,48,74,48,75,60,53,73,74,64,76,67,74,68,73,57,79,60,76,68,69,73,74,54,65,54,70,50,7,6,15,9,9,,69+2,69+2,69+2,72,72,72,72,72,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,68+2,69+2,69+2,69+2,68+2,66+2,63+2,63+2,63+2,66+2,15+2,https://cdn.sofifa.net/players/238/216/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
238621,https://sofifa.com/player/238621/rodrigo-nascimento-franca/220002,Rodrigo Becão,Rodrigo Nascimento França,Defender,74,78,5500000.0,14000.0,25,1996-01-19,191,79,55.0,Udinese Calcio,Italian Serie A,1.0,RCB,50.0,,2019-07-11,2024.0,54,Brazil,,,,Right,2,2,1,Low/Medium,Normal (185+),No,10300000.0,,"Leadership, Power Header",49.0,33.0,55.0,48.0,77.0,71.0,48,30,77,68,24,36,49,27,64,58,46,52,48,72,47,44,71,57,75,32,76,75,28,39,31,69,77,78,73,5,9,6,6,12,,48+2,48+2,48+2,46,46,46,46,46,48+2,48+2,48+2,49+2,56+2,56+2,56+2,49+2,64+2,69+2,69+2,69+2,64+2,66+2,74+2,74+2,74+2,66+2,15+2,https://cdn.sofifa.net/players/238/621/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
238717,https://sofifa.com/player/238717/ethan-pinnock/220002,E. Pinnock,Ethan Pinnock,Defender,74,75,4000000.0,37000.0,28,1993-05-29,194,79,1925.0,Brentford,English Premier League,1.0,LCB,5.0,,2019-07-02,2022.0,82,Jamaica,,,,Left,3,2,1,Medium/High,Lean (185+),No,8300000.0,,"Dives Into Tackles (AI), Long Passer (AI), Power Header",68.0,37.0,57.0,60.0,74.0,79.0,42,33,74,68,33,55,40,37,62,65,67,69,63,70,55,53,77,74,83,31,77,73,39,57,44,69,74,74,74,5,9,13,6,8,,55+2,55+2,55+2,55,55,55,55,55,57+2,57+2,57+2,58+2,62+2,62+2,62+2,58+2,67+2,70+2,70+2,70+2,67+2,69+2,74+1,74+1,74+1,69+2,14+2,https://cdn.sofifa.net/players/238/717/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/jm.png
238900,https://sofifa.com/player/238900/ermedin-demirovic/220002,E. Demirović,Ermedin Demirović,Forward,74,81,8500000.0,23000.0,23,1998-03-25,185,80,25.0,Sport-Club Freiburg,German 1. Bundesliga,1.0,SUB,11.0,,2020-08-04,2024.0,8,Bosnia and Herzegovina,,,,Right,3,3,1,Medium/Medium,Stocky (185+),No,17000000.0,,,68.0,74.0,61.0,71.0,37.0,73.0,59,76,68,69,67,72,65,37,48,73,68,68,65,74,66,80,71,67,77,68,71,23,77,65,63,66,48,29,24,9,8,9,7,6,,74+2,74+2,74+2,70,72,72,72,70,70+2,70+2,70+2,69+2,63+2,63+2,63+2,69+2,53+2,52+2,52+2,52+2,53+2,51+2,50+2,50+2,50+2,51+2,15+2,https://cdn.sofifa.net/players/238/900/22_120.png,https://cdn.sofifa.net/teams/25/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ba.png
239015,https://sofifa.com/player/239015/emmanuel-dennis/220002,E. Dennis,Emmanuel Bonaventure Dennis,Forward,74,79,6500000.0,41000.0,23,1997-11-15,175,66,1795.0,Watford,English Premier League,1.0,ST,25.0,,2021-07-01,2026.0,133,Nigeria,,,,Right,3,4,1,Medium/Low,Normal (170-185),No,12800000.0,,Technical Dribbler (AI),88.0,72.0,60.0,76.0,38.0,68.0,67,73,74,64,66,76,62,41,58,74,91,85,88,77,80,78,94,71,63,68,68,13,69,54,56,67,38,45,27,13,7,11,11,13,,74+2,74+2,74+2,73,73,73,73,73,70+2,70+2,70+2,72+2,63+2,63+2,63+2,72+2,56+2,52+2,52+2,52+2,56+2,54+2,50+2,50+2,50+2,54+2,18+2,https://cdn.sofifa.net/players/239/015/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ng.png
239360,https://sofifa.com/player/239360/pascal-struijk/220002,P. Struijk,Pascal Struijk,Defender,74,83,9000000.0,38000.0,21,1999-08-11,190,79,8.0,Leeds United,English Premier League,1.0,SUB,21.0,,2018-01-30,2024.0,34,Netherlands,,,,Left,4,2,1,Medium/High,Normal (185+),Yes,18900000.0,,Long Passer (AI),58.0,35.0,60.0,62.0,75.0,73.0,42,23,71,73,34,59,42,32,72,70,56,60,49,69,54,62,73,68,75,30,75,76,33,56,55,71,75,76,72,14,8,8,10,14,,53+2,53+2,53+2,53,54,54,54,53,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,67+2,72+2,72+2,72+2,67+2,68+2,74+2,74+2,74+2,68+2,18+2,https://cdn.sofifa.net/players/239/360/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/nl.png
239368,https://sofifa.com/player/239368/mitchel-bakker/220002,M. Bakker,Mitchel Bakker,Defender,74,81,8000000.0,25000.0,21,2000-06-20,185,85,32.0,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,LB,5.0,,2021-07-12,2025.0,34,Netherlands,,,,Left,3,2,1,Medium/Medium,Normal (185+),Yes,15200000.0,,Solid Player,76.0,50.0,65.0,68.0,72.0,77.0,65,43,71,73,38,68,59,46,66,72,73,78,63,69,63,75,75,84,76,41,71,69,63,58,48,64,71,75,68,14,7,11,8,9,,64+2,64+2,64+2,65,65,65,65,65,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,16+2,https://cdn.sofifa.net/players/239/368/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/nl.png
240223,https://sofifa.com/player/240223/mihailo-ristic/220002,M. Ristić,Mihailo Ristić,Defender,74,77,5000000.0,19000.0,25,1995-10-31,180,79,70.0,Montpellier Hérault SC,French Ligue 1,1.0,SUB,7.0,,2019-01-12,2022.0,51,Serbia,,,,Left,3,3,1,High/Medium,Stocky (170-185),No,10400000.0,,,76.0,60.0,65.0,73.0,69.0,68.0,72,58,63,70,48,74,63,32,62,75,77,75,70,70,61,67,66,79,66,61,62,69,67,59,46,67,68,70,71,7,8,8,14,5,,67+2,67+2,67+2,70,69,69,69,70,68+2,68+2,68+2,71+2,68+2,68+2,68+2,71+2,72+2,69+2,69+2,69+2,72+2,72+2,68+2,68+2,68+2,72+2,15+2,https://cdn.sofifa.net/players/240/223/22_120.png,https://cdn.sofifa.net/teams/70/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/rs.png
240359,https://sofifa.com/player/240359/omar-alderete/220002,O. Alderete,Omar Federico Alderete Fernández,Defender,74,80,6000000.0,28000.0,24,1996-12-26,188,77,461.0,Valencia CF,Spain Primera Division,1.0,LCB,15.0,Hertha BSC,,2022.0,58,Paraguay,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,,,Power Header,66.0,56.0,59.0,63.0,74.0,77.0,56,54,75,68,47,62,52,41,68,67,63,68,57,68,58,63,80,74,77,57,82,76,62,47,45,59,70,77,74,7,13,14,13,15,,64+2,64+2,64+2,62,62,62,62,62,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,69+2,71+2,71+2,71+2,69+2,70+2,74+2,74+2,74+2,70+2,18+2,https://cdn.sofifa.net/players/240/359/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/py.png
240938,https://sofifa.com/player/240938/junior-messias/220002,Junior Messias,Junior Walter Messias,Midfielder,74,74,4100000.0,12000.0,30,1991-05-13,179,70,47.0,AC Milan,Italian Serie A,1.0,SUB,30.0,Crotone,,2022.0,54,Brazil,,,,Left,3,3,1,Medium/Medium,Lean (170-185),No,,,"Speed Dribbler (AI), Team Player",82.0,68.0,72.0,76.0,37.0,54.0,66,69,52,76,61,79,72,73,69,76,80,83,75,69,68,68,53,65,52,70,45,44,70,71,62,61,31,35,27,8,8,15,9,12,,69+2,69+2,69+2,74,73,73,73,74,74,74,74,74,69+2,69+2,69+2,74,58+2,56+2,56+2,56+2,58+2,55+2,46+2,46+2,46+2,55+2,16+2,https://cdn.sofifa.net/players/240/938/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
240976,https://sofifa.com/player/240976/marcelo-saracchi/220002,M. Saracchi,Marcelo Josemir Saracchi Pintos,Defender,74,79,6000000.0,40000.0,23,1998-04-23,172,68,112172.0,RB Leipzig,German 1. Bundesliga,1.0,RES,43.0,,2018-07-01,2023.0,60,Uruguay,,,,Left,3,3,1,High/Medium,Normal (170-185),Yes,10700000.0,,"Long Throw-in, Speed Dribbler (AI)",82.0,63.0,70.0,75.0,69.0,69.0,71,61,68,72,48,74,69,61,70,73,85,79,84,73,84,68,77,73,62,66,81,71,70,70,53,71,69,68,70,8,8,11,10,9,,69+2,69+2,69+2,72,71,71,71,72,72+2,72+2,72+2,73+2,71+2,71+2,71+2,73+2,72+2,71+2,71+2,71+2,72+2,72+2,70+2,70+2,70+2,72+2,16+2,https://cdn.sofifa.net/players/240/976/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/uy.png
241103,https://sofifa.com/player/241103/zinho-vanheusden/220002,Z. Vanheusden,Zinho Vanheusden,Defender,74,82,9000000.0,43000.0,21,1999-07-29,187,78,110556.0,Genoa,Italian Serie A,1.0,RES,3.0,Inter,,2022.0,7,Belgium,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,,,Power Header,60.0,45.0,63.0,66.0,75.0,74.0,54,42,72,72,29,64,54,34,70,69,59,60,65,72,59,58,70,71,77,37,69,74,47,59,62,74,75,76,77,11,9,9,9,6,,58+2,58+2,58+2,59,59,59,59,59,61+2,61+2,61+2,62+2,66+2,66+2,66+2,62+2,69+2,72+2,72+2,72+2,69+2,70+2,74+2,74+2,74+2,70+2,16+2,https://cdn.sofifa.net/players/241/103/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/be.png
241130,https://sofifa.com/player/241130/ignatius-ganago/220002,I. Ganago,Ignatius Kpene Ganago,Forward,74,79,6500000.0,24000.0,22,1999-02-16,179,82,64.0,Racing Club de Lens,French Ligue 1,1.0,LS,9.0,,2020-07-10,2024.0,103,Cameroon,,,,Right,3,3,1,High/Medium,Stocky (170-185),No,13500000.0,,Finesse Shot,82.0,74.0,58.0,75.0,34.0,68.0,62,76,65,66,60,76,59,40,54,75,81,83,78,67,79,79,68,69,76,69,48,45,75,48,66,70,39,17,14,9,10,8,8,13,,74+2,74+2,74+2,72,72,72,72,72,69+2,69+2,69+2,70+2,62+2,62+2,62+2,70+2,55+2,51+2,51+2,51+2,55+2,51+2,46+2,46+2,46+2,51+2,16+2,https://cdn.sofifa.net/players/241/130/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/cm.png
241496,https://sofifa.com/player/241496/timothy-weah/220002,T. Weah,Timothy Tarpeh Weah,Forward,74,81,8500000.0,24000.0,21,2000-02-22,183,66,65.0,LOSC Lille,French Ligue 1,1.0,SUB,22.0,,2019-06-29,2024.0,95,United States,1387.0,SUB,21.0,Right,3,3,2,High/Medium,Lean (170-185),Yes,17900000.0,,"Flair, Outside Foot Shot",87.0,71.0,67.0,76.0,45.0,61.0,62,73,67,71,71,75,64,45,63,75,86,88,87,74,71,70,69,60,65,69,52,44,76,72,60,70,41,44,38,7,9,12,15,14,,74+2,74+2,74+2,75,75,75,75,75,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,60+2,58+2,58+2,58+2,60+2,58+2,54+2,54+2,54+2,58+2,18+2,https://cdn.sofifa.net/players/241/496/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png
241867,https://sofifa.com/player/241867/aitor-ruibal-garcia/220002,Aitor Ruibal,Aitor Ruibal García,Midfielder,74,77,5500000.0,19000.0,25,1996-03-22,176,75,449.0,Real Betis Balompié,Spain Primera Division,1.0,SUB,24.0,,2016-01-01,2025.0,45,Spain,,,,Right,3,3,1,High/Medium,Normal (170-185),No,12000000.0,,,78.0,74.0,66.0,75.0,42.0,62.0,72,76,58,71,57,77,43,41,65,78,77,78,71,66,69,77,40,67,69,73,43,37,72,63,61,66,36,46,44,9,14,7,15,8,,72+2,72+2,72+2,74,73,73,73,74,72+2,72+2,72+2,73+2,67+2,67+2,67+2,73+2,60+2,56+2,56+2,56+2,60+2,58+2,51+2,51+2,51+2,58+2,17+2,https://cdn.sofifa.net/players/241/867/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
242418,https://sofifa.com/player/242418/tariq-lamptey/220002,T. Lamptey,Tariq Lamptey,Defender,74,84,9000000.0,29000.0,20,2000-09-30,163,62,1808.0,Brighton & Hove Albion,English Premier League,1.0,SUB,2.0,,2020-01-31,2025.0,14,England,,,,Right,3,2,1,High/Medium,Normal (170-),Yes,18900000.0,,Speed Dribbler (AI),87.0,44.0,66.0,75.0,67.0,52.0,74,47,58,71,32,75,60,35,62,70,92,83,82,70,95,48,59,72,33,36,72,66,55,59,40,69,68,70,70,15,13,12,5,13,,59+2,59+2,59+2,68,64,64,64,68,66+2,66+2,66+2,70+2,65+2,65+2,65+2,70+2,72+2,67+2,67+2,67+2,72+2,71+2,64+2,64+2,64+2,71+2,18+2,https://cdn.sofifa.net/players/242/418/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
242835,https://sofifa.com/player/242835/leonardo-balerdi/220002,L. Balerdi,Leonardo Julián Balerdi Rossa,Defender,74,82,9000000.0,24000.0,22,1999-01-26,187,76,219.0,Olympique de Marseille,French Ligue 1,1.0,CB,5.0,,2021-07-03,2024.0,52,Argentina,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,18900000.0,,Power Header,71.0,36.0,57.0,64.0,75.0,75.0,42,29,77,75,29,60,39,30,70,69,67,74,66,68,57,55,74,69,78,31,74,72,33,43,47,64,74,77,72,6,8,15,15,14,,55+2,55+2,55+2,55,55,55,55,55,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,68+2,71+2,71+2,71+2,68+2,70+2,74+2,74+2,74+2,70+2,17+2,https://cdn.sofifa.net/players/242/835/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ar.png
243014,https://sofifa.com/player/243014/bryan-mbeumo/220002,B. Mbeumo,Bryan Mbeumo,Midfielder,74,82,9500000.0,32000.0,21,1999-08-07,171,75,1925.0,Brentford,English Premier League,1.0,RS,19.0,,2019-08-05,2024.0,18,France,,,,Left,2,4,1,Medium/Medium,Normal (170-185),No,20900000.0,,Speed Dribbler (AI),83.0,73.0,69.0,74.0,37.0,63.0,72,72,52,69,77,73,69,66,64,72,84,82,89,71,75,77,59,76,60,69,53,29,78,72,63,63,34,41,37,7,14,15,13,14,,72+2,72+2,72+2,74,73,73,73,74,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,59+2,55+2,55+2,55+2,59+2,56+2,47+2,47+2,47+2,56+2,19+2,https://cdn.sofifa.net/players/243/014/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
243237,https://sofifa.com/player/243237/luca-pellegrini/220002,L. Pellegrini,Luca Pellegrini,Defender,74,82,9000000.0,42000.0,22,1999-03-07,178,72,45.0,Juventus,Italian Serie A,1.0,SUB,17.0,,2019-07-01,2023.0,27,Italy,,,,Left,4,2,1,High/Medium,Normal (170-185),No,16700000.0,,Long Passer (AI),83.0,54.0,64.0,72.0,69.0,61.0,79,46,57,70,47,74,61,39,64,72,84,83,71,68,70,65,58,68,53,60,75,65,68,44,49,69,71,74,71,6,9,11,6,5,,64+2,64+2,64+2,69,66,66,66,69,65+2,65+2,65+2,70+2,65+2,65+2,65+2,70+2,72+2,68+2,68+2,68+2,72+2,72+2,68+2,68+2,68+2,72+2,13+2,https://cdn.sofifa.net/players/243/237/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
243780,https://sofifa.com/player/243780/kangin-lee/220002,Kangin Lee,이강인 Kang-In Lee,Forward,74,82,9500000.0,18000.0,20,2001-02-19,173,68,453.0,RCD Mallorca,Spain Primera Division,1.0,SUB,19.0,,2021-08-30,2025.0,167,Korea Republic,,,,Left,3,4,1,High/Low,Lean (170-185),No,22800000.0,,"Long Shot Taker (AI), Technical Dribbler (AI)",72.0,75.0,75.0,79.0,30.0,54.0,70,75,65,76,74,80,76,81,72,78,71,73,81,73,87,76,36,46,60,77,55,29,77,78,70,69,26,23,28,11,12,12,8,14,,74+2,74+2,74+2,76,76,76,76,76,77+2,77+2,77+2,74+2,69+2,69+2,69+2,74+2,53+2,52+2,52+2,52+2,53+2,50+2,44+2,44+2,44+2,50+2,18+2,https://cdn.sofifa.net/players/243/780/22_120.png,https://cdn.sofifa.net/teams/453/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/kr.png
243952,https://sofifa.com/player/243952/andriy-lunin/220002,A. Lunin,Andriy Lunin,Goalkeeper,74,85,8000000.0,59000.0,22,1999-02-11,192,87,243.0,Real Madrid CF,Spain Primera Division,1.0,SUB,13.0,,2018-07-02,2024.0,49,Ukraine,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,18000000.0,,"Rushes Out Of Goal, Saves with Feet",,,,,,,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,55,56,32,61,7,22,19,11,60,19,56,22,13,11,71,70,73,74,76,37.0,26+2,26+2,26+2,24,27,27,27,24,28+2,28+2,28+2,26+2,29+2,29+2,29+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,73+2,https://cdn.sofifa.net/players/243/952/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ua.png
244274,https://sofifa.com/player/244274/adrian-semper/220002,A. Šemper,Adrian Šemper,Goalkeeper,74,77,4500000.0,10000.0,23,1998-01-12,194,89,110556.0,Genoa,Italian Serie A,1.0,SUB,1.0,,2021-08-12,2024.0,10,Croatia,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,8400000.0,,Solid Player,,,,,,,14,15,12,34,9,12,12,13,31,29,30,32,31,68,22,47,31,21,51,13,28,11,9,65,15,25,13,12,15,74,74,63,75,75,31.0,27+2,27+2,27+2,27,29,29,29,27,32+2,32+2,32+2,28+2,32+2,32+2,32+2,28+2,23+2,28+2,28+2,28+2,23+2,23+2,23+2,23+2,23+2,23+2,73+2,https://cdn.sofifa.net/players/244/274/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/hr.png
245275,https://sofifa.com/player/245275/toma-basic/220002,T. Bašić,Toma Bašić,Midfielder,74,79,6500000.0,38000.0,24,1996-11-25,190,82,46.0,Lazio,Italian Serie A,1.0,RES,88.0,,2021-08-26,2026.0,10,Croatia,,,,Left,3,3,1,High/Medium,Normal (185+),No,11500000.0,,"Long Shot Taker (AI), Playmaker (AI)",54.0,64.0,75.0,73.0,69.0,76.0,72,57,67,76,59,74,72,75,75,75,53,54,62,75,62,76,64,75,81,69,67,67,71,75,51,73,68,73,69,13,10,11,11,7,,68+2,68+2,68+2,69,70,70,70,69,71+2,71+2,71+2,70+2,74+2,74+2,74+2,70+2,70+2,73+2,73+2,73+2,70+2,69+2,71+2,71+2,71+2,69+2,17+2,https://cdn.sofifa.net/players/245/275/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/hr.png
246672,https://sofifa.com/player/246672/ander-barrenetxea/220002,Barrenetxea,Ander Barrenetxea Muguruza,Midfielder,74,83,9000000.0,17000.0,19,2001-12-27,175,74,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,22.0,,2018-12-21,2027.0,45,Spain,,,,Right,4,4,1,Medium/Medium,Normal (170-185),No,20700000.0,,"Outside Foot Shot, Technical Dribbler (AI)",80.0,69.0,62.0,79.0,24.0,53.0,70,73,60,66,66,81,64,26,53,76,84,77,85,67,84,70,80,64,51,62,35,17,71,64,59,74,32,12,14,13,11,11,5,13,,70+2,70+2,70+2,74,72,72,72,74,71+2,71+2,71+2,72+2,62+2,62+2,62+2,72+2,51+2,44+2,44+2,44+2,51+2,47+2,37+2,37+2,37+2,47+2,17+2,https://cdn.sofifa.net/players/246/672/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
